,point_id,score,point,case,quoteDoc,quoteText
0,562,20,good,User suspension from the service will be fair and proportionate.,Terms of Service,"We may suspend the Services or terminate the Agreement if you, your users, or attendees are using the Services in a manner that is likely to cause harm to us."
1,572,50,neutral,The service has a no refund policy,Terms of Service,all payments you make to us for access to the Services are final and non-refundable
2,959,50,bad,"If you offer suggestions to the service, they become the owner of the ideas that you give them",Terms of Service,"If you provide feedback (“<strong>Feedback</strong>”) about the Beta Service, you agree that we own any Feedback that you share with us."
3,14268,50,neutral,There is a date of the last update of the agreements,Terms of Service,"Last Updated: March, 2020 <em>(2020.v1)</em>"
4,19368,0,neutral,"Your IP address is collected, which can be used to view your approximate location",Privacy Statement,IP addresses
5,19369,10,bad,Third-party cookies are used for statistics,Privacy Statement,"We continuously improve our websites and Services through the use of first- and third-party cookies and other web analytics tools, which help us understand how our visitors use our websites, desktop tools, and mobile applications, what webpages, features and functions they like and dislike, and where they may have run into problems which need to be addressed."
6,19370,70,bad,Third-party cookies are used for advertising,Privacy Statement,"Portions of our website may also use Google Analytics for Display Advertisers including DoubleClick or Dynamic Remarketing which provide interest-based ads based on your visit to this or other websites.
You can use Ads Settings to manage the Google ads you see and opt-out of interest-based ads."
7,19371,75,bad,"This service may collect, use, and share location data",Privacy Statement,"We collect location-based data for the purpose of providing, operating, and supporting the service and for fraud prevention and security monitoring.
you can disable location data transmission on mobile devices at any time by disabling location services from the settings menu on your device."
8,19372,50,bad,Your profile is combined across various products,Privacy Statement," (a) with our affiliated companies and subsidiaries which are directly or indirectly owned by our parent entity, LogMeIn, Inc.."
9,19373,15,good,Information is provided about security practices,Privacy Statement,"LogMeIn has implemented a comprehensive data privacy and security program which includes appropriate technical and organizational measures designed to safeguard and protect the personal, identifiable, and/or confidential information we collect or you share with us.
LogMeIn’s operations, on a product and/or suite-specific basis, have been assessed by independent third-party auditors against recognized security standards and controls, including SOC2 Type II, BSI C5, SOC3, and ISO 27001."
10,19374,50,neutral,"You should revisit the terms periodically, although in case of material changes, the service will notify",Privacy Statement,"We update this Privacy Policy from time to time to reflect changes to our personal data handling practices or respond to new legal requirements and will post updates here.
However, if we make any material changes that have a substantive and adverse impact on your privacy, we will provide notice on this website and additionally notify you by email (sent to the e-mail address specified in your account) for your approval prior to the change becoming effective.
We encourage you to periodically review this page for the latest information on our privacy practices.</p>"
