,point_id,score,point,case,quoteDoc,quoteText
0,5454,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy Policy,"However, certain features of the Service may not function properly if you disable the ability to accept cookies."
1,5455,10,bad,Third-party cookies are used for statistics,Privacy Policy,"Ryver may use third party analytics tools, such as Google Analytics, to help understand use of the Service or the Ryver web site.
Many of these tools collect the information sent by your browser as part of a web page request, including cookies, and your IP address."
2,5456,0,neutral,"The terms may be changed at any time, but you will receive notification of the changes",Terms of Service,"Ryver may amend or modify these Terms at any time in its sole and absolute discretion, subject to notice to you.
The modified Terms will be effective immediately upon your receipt of notice to you by email or a message in the Service, and you agree to be bound by the new terms and conditions of the posted Terms by continuing your use of any Service"
3,5457,50,good,You maintain ownership of your content,Terms of Service,You retain full ownership to your Content.
4,5458,50,neutral,The copyright license that you grant this service is limited to the parties that make up the service's broader platform.,Terms of Service,"Ryver does require that you grant us rights to your Content as necessary to, and for the sole purpose of, providing the Service.
For example, we must be able to transmit and display our Content over computer networks for viewing on computers, mobile devices and in email notifications by you and other users in your account.
We may also use third-party services such as Amazon Web Services in order to facilitate the administration and operation of the Service, thus extending the rights granted to us to the third parties only as necessary to provide the service.</p>"
5,5459,60,bad,Your account can be deleted without prior notice and without a reason,Terms of Service,"Subject to your adherence to these Terms, Ryver gives you a limited, personal, worldwide, royalty-free, non-assignable, non-sublicensable and non-exclusive license to use the Service.
We can terminate this license at any time for any reason or for no reason."
6,5460,50,good,Third parties are not allowed to access your personal information without a legal basis,Privacy Policy,"Ryver may disclose your personal information if required to do so by law, law enforcement, or subpoena."
7,5462,15,neutral,This service is only available to users over a certain age,Privacy Policy,"Our Service is not directed to persons under 13.
Ryver does not knowingly collect or solicit personal information from anyone under the age of 13 or knowingly allow such persons to register with the Service.
If we become aware that we have collected personal information from a child under age 13 without verification of parental consent, we will take steps to remove that information."
8,5463,35,bad,This service gives your personal data to third parties involved in its operation,Privacy Policy,<p>Ryver may share your personally identifiable information or certain content with other third parties for the purpose of providing the Service to you.
9,5464,30,neutral,Your private content may be accessed by people working for the service,Terms of Service,"We also reserve the right to access, read, preserve, and disclose any information (public or private) as we reasonably believe is necessary"
10,5465,15,neutral,Your account can be suspended for several reasons,Terms of Service,"We may investigate and/or suspend your account if you violate any of the above rules.
Furthermore, we reserve the right to immediately terminate your account without further notice in the event that, in our sole and absolute judgment, you violate these Terms, or abuse the use of our Service."
11,5466,60,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",Terms of Service,"Upon a request by Ryver, you agree to defend, indemnify, and hold harmless the Ryver Group from all liabilities, claims, and expenses, including reasonable attorneys’ fees, that arise from your use of the Service in a manner not in strict conformance with these Terms."
12,5467,0,neutral,The court of law governing the terms is in location X,Terms of Service,"Except to the extent applicable law, if any, provides otherwise, the laws of the State of Delaware, excluding its conflicts-of-law rules, shall govern these Terms and your use of the Service.
You expressly agree that exclusive jurisdiction for any claim or dispute arising from your use of the Service or under these Terms, resides in the federal and state courts of the State of Delaware&nbsp;and you consent to the personal jurisdiction thereof."
13,5468,50,bad,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,Privacy Policy,"As we develop our business, we may buy or sell assets or business offerings.
Customers, email, and visitor information is generally one of the business assets transferred in these types of transactions.
We may also transfer or assign such information in the course of corporate divestitures, consolidations, mergers, or dissolution."
14,5469,50,good,The service promises to inform and/or notify you regarding government inquiries that may involve your personal data,Privacy Policy,"As outlined in section 5 (Acceptable User of Ryver) in the Ryver Terms of Service, there may be certain cases where Ryver is required to access, remove, preserve, or disclose information as necessary to comply with legal obligations and/or protect our users.
As long as we are legally permitted, we will provide notice of any situation where accessing content becomes necessary."
15,5470,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,"YOUR USE OF THE SERVICE IS AT YOUR SOLE RISK.
THE SERVICE IS PROVIDED “AS IS,” “WITH ALL FAULTS” AND “AS AVAILABLE.”"
16,5471,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Terms of Service,"RYVER AND ITS LICENSORS AND SUPPLIERS DISCLAIM ANY AND ALL WARRANTIES, WHETHER EXPRESS OR IMPLIED, INCLUDING THE WARRANTIES THAT THE SERVICE IS FREE OF DEFECTS, VIRUS FREE, AND ABLE TO OPERATE ON AN UNINTERRUPTED BASIS"
17,5472,50,bad,The service does not guarantee that software errors will be corrected,Terms of Service,OR THAT ERRORS IN THE SERVICE WILL BE CORRECTED
18,5473,0,neutral,This service does not guarantee that it or the products obtained through it meet your expectations or requirements,Terms of Service,THAT THE FUNCTIONALITY OF THE SERVICE WILL MEET YOUR REQUIREMENTS
19,5474,10,neutral,The service does not guarantee accuracy or reliability of the information provided,Terms of Service,"RYVER AND ITS LICENSORS AND SUPPLIERS DO NOT WARRANT OR MAKE ANY REPRESENTATIONS REGARDING THE USE OR THE RESULTS OF THE USE OF THE SERVICE IN TERMS OF THEIR CORRECTNESS, ACCURACY, RELIABILITY, OR OTHERWISE."
20,5475,50,bad,This service assumes no liability for any losses or damages resulting from any matter relating to the service,Terms of Service,"TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW, UNDER NO CIRCUMSTANCES SHALL RYVER OR ITS SUBSIDIARIES, AFFILIATES, DIRECTORS, EMPLOYEES, DISTRIBUTORS, SUPPLIERS, AGENTS OR RESELLERS (COLLECTIVELY, THE “RYVER GROUP”) BE LIABLE FOR ANY INDIRECT, SPECIAL, INCIDENTAL, CONSEQUENTIAL, OR EXEMPLARY DAMAGES ARISING OUT OF OR IN ANY WAY RELATING TO THESE TERMS OR THAT RESULT FROM THE USE OF, OR INABILITY TO USE, THE SERVICE, INCLUDING WITHOUT LIMITATION, LOSS OF GOODWILL, WORK STOPPAGE, LOST PROFITS, LOSS OF DATA, COMPUTER FAILURE OR MALFUNCTION, OR ANY AND ALL OTHER COMMERCIAL DAMAGES OR LOSSES, EVEN IF ADVISED OF THE POSSIBILITY THEREOF, AND REGARDLESS OF THE LEGAL OR EQUITABLE THEORY (CONTRACT, TORTOR OTHERWISE) UPON WHICH THE CLAIM IS BASED."
21,5476,30,good,Details are provided about what kind of information they collect,Privacy Policy,Collecting
22,5477,30,good,Information is provided about how your personal data is used,Privacy Policy,"Ryver uses information we collect to operate, maintain, and provide you the features and functionality of the Service, to analyze how the Service is used, diagnose service or technical problems, maintain security, personalize content, remember information to help you efficiently access your account, monitor aggregate metrics such as total number of visitors, traffic, and demographic patterns, and track Content and users as necessary to comply with the Digital Millennium Copyright Act and other applicable laws.</p>
"
