,point_id,score,point,case,quoteDoc,quoteText
0,681,0,neutral,"The terms may be changed at any time, but you will receive notification of the changes",Terms of Service,"2.
Modifications to this Agreement<p> Tumblr reserves the right to modify this Agreement by (1) posting a revised Agreement on and/or through the Services and (2) providing notice to you that this Agreement has changed, generally via email where practicable, and otherwise through the Services (such as through a notification on your Tumblr Dashboard or in our mobile applications).
Modifications will not apply retroactively.
You are responsible for reviewing and becoming familiar with any modifications to this Agreement.
</p>
<p> We may sometimes ask you to review and to explicitly agree to (or reject) a revised version of this Agreement.
In such cases, modifications will be effective at the time of your agreement to the modified version of this Agreement.
If you do not agree at that time, you are not permitted to use the Services.
</p>
<p> In cases where we do not ask for your explicit agreement to a modified version of this Agreement, but otherwise provide notice as set forth above, the modified version of this Agreement will become effective fourteen days after we have posted the modified Agreement and provided you notification of the modifications.
Your use of the Services following that period constitutes your acceptance of the terms and conditions of this Agreement as modified.
If you do not agree to the modifications, you are not permitted to use, and should discontinue your use of, the Services.
</p>
<p> Note that, if you have prepaid for any Paid Services (as defined below) prior to a modification of this Agreement, your use of such prepaid Paid Services is governed by the version of this Agreement in effect at the time Tumblr received your prepayment."
1,876,50,good,You maintain ownership of your content,Terms of Service,You retain ownership you have of any intellectual property you post to Tumblr.
2,965,20,good,Third parties used by the service are bound by confidentiality obligations,Privacy Policy,"Agents with whom we share such information for these reasons are generally bound by confidentiality obligations and, unless we tell you differently, our agents do not have any right to use information we share with them beyond the scope and duration of what is necessary to assist us"
3,1015,0,neutral,The court of law governing the terms is in location X,Terms of Service,"19.
Special Provisions for Subscribers Located Outside of the United States"
4,1048,50,good,Archives of their agreements are provided so that changes can be viewed over time,Terms of Service,"We're also going to make it a practice to post old versions so it's easy to see changes/additions/deletions.
To see old versions, scroll down to the end of this document.
</p>"
5,1254,50,good,The cookies used by this service do not contain information that would personally identify you,Privacy Policy,"A web tag is code or a pixel embedded in a web page, or email, that allows Tumblr or a third party to see that you have looked at that page.
We use cookies and web tags to enable our servers to recognize your web browser and tell us how and when you use the Services, as described above in “Information Related to Use of the Services.” Our cookies do not, by themselves, contain information that personally identifies you, and we don't combine the general information collected through cookies with other such information to tell us who you are.
However, we do use cookies to identify that you have logged in, and that your web browser has accessed the Services, and we may associate that information with your Account if you have one."
6,1329,40,neutral,They may stop providing the service at any time,Terms of Service,"Tumblr retains the right to create limits on and related to use of the Services in its sole discretion at any time with or without notice.
Tumblr may also impose limits on certain Services or aspects of those Services or restrict your access to parts or all of the Services without notice or liability.
Tumblr may change, suspend, or discontinue any or all of the Services at any time, including the availability of any product, feature, database, or Content (as defined below).
Tumblr may also terminate or suspend Accounts (as defined below) at any time, in its sole discretion."
7,1347,30,blocker,This service holds onto content that you've deleted,Privacy Policy,"Deleting your Account may not fully remove the content you have published from our systems, as caching of, backups of, copies of, or references to your Account Information may not be immediately removed.
In addition, given the nature of sharing on the Services, some of the public activity on your Account prior to deletion (such as reblogs of your blog posts) may remain stored on our servers and accessible to the public."
8,20039,50,neutral,There is a date of the last update of the agreements,Terms of Service,Last Modified: 2019-09-25
9,20040,50,bad,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection.,Terms of Service,"This Agreement shall be governed in all respects by the laws of the State of New York as they apply to agreements entered into and to be performed entirely within New York between New York residents, without regard to conflict of law provisions."
10,20041,10,neutral,You must report to the service any unauthorized use of your account or any breach of security,Terms of Service,"you will notify Tumblr immediately of any actual or suspected loss, theft, or unauthorized use of your Account or Account password."
11,20042,15,good,Copyright license limited for the purposes of that same service but transferable and sublicenseable,Terms of Service,"The rights you grant in this license are for the limited purposes of allowing Tumblr to operate the Services in accordance with their functionality, improve and promote the Services, and develop new Services.
"
12,20043,10,good,The service has non-exclusive use of your content,Terms of Service,"When you provide Subscriber Content to Tumblr through the Services, you grant Tumblr a non-exclusive, worldwide, royalty-free, sublicensable, transferable right and license"
13,20044,50,bad,Your content can be distributed through any media known now or in the future,Terms of Service,"to use, host, store, cache, reproduce, publish, display (publicly or otherwise), perform (publicly or otherwise), distribute, transmit, modify, adapt (including, without limitation, in order to conform it to the requirements of any networks, devices, services, or media through which the Services are available)"
14,20045,20,neutral,"You cannot delete your contributions, but it makes sense for this service",Terms of Service,"Note also that this license to your Subscriber Content continues even if you stop using the Services, primarily because of the social nature of Content shared through Tumblr’s Services - when you post something publicly, others may choose to comment on it, making your Content part of a social conversation that can’t later be erased without retroactively censoring the speech of others.
"
15,20046,40,good,You are informed about the risk of publishing personal info online,Terms of Service,"One thing you should consider before posting: When you make something publicly available on the Internet, it becomes practically impossible to take down all copies of it.
"
16,20047,15,good,You have the right to leave this service at any time,Terms of Service,"
You can delete your account at any time here.
</p>"
17,20048,50,neutral,The service has a no refund policy,Terms of Service,"Purchases of Paid Services are final and non-refundable (particularly those Paid Services that may be used immediately, such as Promotions, as defined below), except at Tumblr's sole discretion and in accordance with the rules governing each Paid Service.
"
18,20049,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,"Services Available on an ""AS IS"" Basis <p> Your access to and use of the Services or any Content is at your own risk.
"
