,point_id,score,point,case,quoteDoc,quoteText
0,1006,40,good,"When the service wants to make a material change to its terms, you are notified at least 30 days in advance",Steam Subscriber Agreement,"Valve may amend this Agreement (including any Subscription Terms or Rules of Use) unilaterally at any time in its sole discretion.
In this case, you will be notified by e-mail of any amendment to this Agreement made by Valve at least 30 (30) days before the effective date of the amendment.
You can view the Agreement at any time at http://www.steampowered.com/.
Your failure to cancel your Account prior to the effective date of the amendment will constitute your acceptance of the amended terms."
1,1089,15,good,You have the right to leave this service at any time,Steam Subscriber Agreement,"You may cancel your Account at any time.
You may cease use of a Subscription at any time or, if you choose, you may request that Valve terminate your access to a Subscription."
2,4590,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy Policy Agreement,"e.g.
web beacons, pixels, ad tags and device identifiers"
3,6520,50,neutral,The service is not responsible for linked or (clearly) quoted content from third-party content providers,Steam Subscriber Agreement,"In regard to all Subscriptions, Content and Services that are not authored by Valve, Valve does not screen such third-party content available on Steam or through other sources.
Valve assumes no responsibility or liability for such third party content"
4,6976,35,bad,This service gives your personal data to third parties involved in its operation,Privacy Policy Agreement,"We may also share your Personal Data with our third party service providers that provide customer support services in connection with goods, Content and Services distributed via Steam"
5,10605,40,bad,Your personal information is used for many different purposes,Privacy Policy Agreement,"Valve collects and processes Personal Data for the following reasons:<br>
<br> a) where it is necessary for the performance of our agreement with you to provide a full-featured gaming service and deliver associated Content and Services;<br> b) where it is necessary for compliance with legal obligations that we are subject to (e.g.
our obligations to keep certain information under tax laws);<br> c) where it is necessary for the purposes of the legitimate and legal interests of Valve or a third party (e.g.
the interests of our other customers), except where such interests are overridden by your prevailing legitimate interests and rights.
or<br> d) where you have given consent to it."
6,10606,70,blocker,Private messages can be read,Privacy Policy Agreement,<li>Information sent through chat
7,10608,10,bad,Third-party cookies are used for statistics,Privacy Policy Agreement,"Google Analytics<br> Our website uses Google Analytics, a web analytics service provided by Google, Inc.
(""Google"
8,10609,10,neutral,Your personal data is aggregated into statistics,Privacy Policy Agreement,"Valve also processes anonymous data, aggregated or not, to analyze and produce statistics related to the habits, usage patterns, and demographics of customers as a group or as individuals."
9,10610,10,neutral,Only aggregate data is given to third parties,Privacy Policy Agreement,"On this website, IP anonymization has been activated.
The IP addresses of users visiting Steam will be shortened.
Only in exceptional cases will a complete IP address be transferred to a Google server in the United States and shortened there"
10,10611,5,bad,"Third party cookies are employed, but with opt out instructions",Privacy Policy Agreement,"You may refuse the use of cookies by selecting the appropriate settings on your browser.
However, please note that in this case you may not be able to use the full functionality of this website.
You can learn more about how Google Analytics collects and uses data at www.google.com/policies/privacy/partners.
<br> Furthermore, you can prevent Google's collection and processing of data about your use of the website, by downloading and installing the browser plug-in through the following link: http://tools.google.com/dlpage/gaoptout?hl=en.<br>"
11,10626,50,bad,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,Privacy Policy Agreement,"In the event of a reorganization, sale or merger we may transfer Personal Data to the relevant third party subject to applicable laws."
12,10856,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy Policy Agreement,"However, please note that if you do this, you may not be able to access the full functionality of our websites."
13,10857,0,neutral,"Your IP address is collected, which can be used to view your approximate location",Privacy Policy Agreement,"When you visit any of our services, our servers log your IP address, which is a number that is automatically assigned to the network your computer is part of.<br>"
14,11341,20,neutral,The service is provided 'as is' and to be used at your sole risk,Steam Subscriber Agreement,"THE CONTENT AND SERVICES, THE SUBSCRIPTIONS, AND ANY INFORMATION AVAILABLE IN CONNECTION THEREWITH ARE PROVIDED ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS, ""WITH ALL FAULTS"" AND WITHOUT WARRANTY OF ANY KIND, EITHER EXPRESS OR IMPLIED, INCLUDING, WITHOUT LIMITATION, THE IMPLIED WARRANTIES OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, OR NONINFRINGEMENT."
15,11342,75,bad,"This service may collect, use, and share location data",Privacy Policy Agreement,"In accordance with internet standards, we may also share certain information (including your IP address and the identification of Steam content you wish to access) with our third party network providers that provide content delivery network services and game server services in connection with Steam.
"
16,13339,15,neutral,This service is only available to users over a certain age,Steam Subscriber Agreement,"You may not become a subscriber if you are under the age of 13.
Steam is not intended for children under 13 and Valve will not knowingly collect personal information from children under the age of 13.</p>"
17,13340,0,neutral,"Other applicable rules, terms, conditions or guidelines",Steam Subscriber Agreement,"Some Subscriptions may impose additional terms specific to that Subscription (""Subscription Terms"") (for example, an end user license agreement specific to a particular game, or terms of use specific to a particular product or feature of Steam).
Also, additional terms (for example, payment and billing procedures) may be posted on http://www.steampowered.com or within the Steam service (""Rules of Use"")."
