,point_id,score,point,case,quoteDoc,quoteText
0,18439,0,neutral,"Your IP address is collected, which can be used to view your approximate location",Privacy Policy,The information collected by log files include internet protocol (IP) addresses
1,18440,50,bad,This service tracks which web page referred you to it,Privacy Policy,referring/exit pages
2,18441,10,neutral,Your personal data is aggregated into statistics,Privacy Policy,"The purpose of the information is for analyzing trends, administering the site, tracking users' movement on the website, and gathering demographic information."
3,18442,10,neutral,First-party cookies are used,Privacy Policy,"<p>Like any other website, Shortcutworld uses 'cookies'."
4,18443,0,neutral,Third parties are involved in operating the service,Privacy Policy,"Google DoubleClick DART Cookie
<p>Google is one of a third-party vendor on our site."
5,18444,70,bad,Third-party cookies are used for advertising,Privacy Policy,"It also uses cookies, known as DART cookies, to serve ads to our site visitors based upon their visit to shortcutworld.com and other sites on the internet."
6,18445,5,bad,"Third party cookies are employed, but with opt out instructions",Privacy Policy,"However, visitors may choose to decline the use of DART cookies by visiting the Google ad and content network Privacy Policy at the following URL – https://policies.google.com/technologies/ads"
7,18446,20,good,This Service provides a list of Third Parties involved in its operation.,Privacy Policy,"Our Advertising Partners
<p>Some of advertisers on our site may use cookies and web beacons.
Our advertising partners are listed below.
Each of our advertising partners has their own Privacy Policy for their policies on user data.
For easier access, their Privacy Policies are as followss: https://policies.google.com/technologies/ads</p> Privacy Policies
<p>You may consult this list to find the Privacy Policy for each of the advertising partners of Shortcutworld."
8,18447,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Privacy Policy,"Shortcutworld's Privacy Policy does not apply to other advertisers or websites.
Thus, we are advising you to consult the respective Privacy Policies of these third-party ad servers for more detailed information.
It may include their practices and instructions about how to opt-out of certain options.
You can choose to disable cookies through your individual browser options.
To know more detailed information about cookie management with specific web browsers, it can be found at the browsers' respective websites."
9,18448,30,good,Details are provided about what kind of information they collect,Privacy Policy,This Privacy Policy document contains types of information that is collected and recorded by Shortcutworld
10,18449,30,good,Information is provided about how your personal data is used,Privacy Policy,and how we use it.
11,18450,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy Policy, Cookies and Web Beacons
12,18451,40,bad,Your personal data is used to employ targeted third-party advertising,Privacy Policy,"Third-party ad servers or ad networks uses technologies like cookies, JavaScript, or Web Beacons that are used in their respective advertisements and links that appear on Shortcutworld, which are sent directly to users' browser.
They automatically receive your IP address when this occurs.
These technologies are used to measure the effectiveness of their advertising campaigns and/or to personalize the advertising content that you see on websites that you visit."
13,18452,60,bad,Your Personal data may be sold unless you opt out,Privacy Policy,"(3) Request that a business that sells a consumer's personal data, not sell the consumer's personal data.
If you make a request, we have one month to respond to you.
If you would like to exercise any of these rights, please contact us."
14,18453,50,good,"You can request access, correction and/or deletion of your data",Privacy Policy,"Every user is entitled to the following: (a) The right to access – You have the right to request copies of your personal data whereby we may charge you a small fee for this service, (b) The right to rectification – You have the right to request that we correct any information you believe is inaccurate.
You also have the right to request that we complete the information you believe is incomplete, (c) The right to erasure – You have the right to request that we erase your personal data, under certain conditions,"
