,point_id,score,point,case,quoteDoc,quoteText
0,5258,30,good,Details are provided about what kind of information they collect,Privacy Policy,Information We Collect
1,5259,15,neutral,This service is only available to users over a certain age,Privacy Policy,"Our Site is not intended for children under 13 years of age.
No one under age 13 should provide any personal information to or on the Site.
We do not knowingly collect personal information from children under 13."
2,14112,0,neutral,The terms for this service are translated into different languages,Privacy Policy,"English</p>
<p> Deutsch</p>
<p> Español</p>
<p> Français</p>
<p> Português</p>
<p> Italiano</p>
<p> Nederlands</p> "
3,14113,0,neutral,"The terms may be changed at any time, but you will receive notification of the changes",Privacy Policy,"This Policy may change from time to time.
any changes we make to this Policy will be posted on this Site, we will also take any other steps, to the extent required by applicable law, including notifying you and/or seeking your explicit consent to material changes."
4,14114,50,bad,Information is gathered about you through third parties,Privacy Policy,We also collect information from third party vendors and/or other commercially available sources.
5,14115,30,good,Information is provided about how your personal data is used,Privacy Policy,"
<b>How Do We Use the Information Collected?</b>"
6,14116,50,bad,Your personal data may be used for marketing purposes,Privacy Policy,"We use personal information to provide you with quality service and security, to operate the Site and to perform our obligations to you;&nbsp;to ensure marketplace integrity and security.
to prevent fraud.
to contact you and send you direct marketing communications."
7,14117,100,bad,Logs are kept for an undefined period of time,Privacy Policy,"We will retain personal information for the following purposes:</p>
<ul>
<li>
<p>as long as it is necessary and relevant for our operations, e.g.
so that we have an accurate record of your dealings with us in the event of any complaints or challenge.
and</p>
</li>
<li>
<p>in relation to personal information from closed accounts to comply with applicable laws, prevent fraud, collect any fees owed, resolve disputes, troubleshoot problems, assist with any investigation, enforce our Site terms and take other actions as permitted by law.</p>
</li>"
8,14118,35,bad,This service gives your personal data to third parties involved in its operation,Privacy Policy,"We share personal information with third parties in order to operate the Site, provide our services to you, fulfil obligations imposed on us by applicable laws and regulations, and prevent fraud, infringements and illegal activities."
9,14119,25,bad,Your data may be processed and stored anywhere in the world,Privacy Policy," Some of the personal information you provide to us will be stored or processed on our behalf by third party suppliers and data processors and may be located in other jurisdictions, such as the United States and Israel."
10,14120,50,bad,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,Privacy Policy,"
<p>Personal information will also be disclosed if we go through a business transition such as a merger, sale, transfer of all or a portion of Fiverr's assets, acquisition, bankruptcy or similar event."
11,14121,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy Policy," We use cookies and similar technologies (such as web beacons, pixels, tags, and scripts)"
12,14122,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Policy,Our Site does not respond to Do Not Track (DNT) signals.
13,14123,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Privacy Policy,"
<b>External Links</b> - the Site contains links to third party sites and if you link to a third party site from the Site, any data you provide to that site and any use of that data by the third party are not under the control of Fiverr and are not subject to this Policy."
14,14124,50,good,Information is provided about how they collect personal data,Privacy Policy,How Do We Collect Information</b>? 
