,point_id,score,point,case,quoteDoc,quoteText
0,6612,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy Policy,"p>
<p>Our Ad Partners may also from time to time use web beacons (also known as Internet tags, pixel tags and clear GIFs).
These web beacons are provided by our Ad Partners and allow Ad Partners to obtain information such as the IP address of the computer that downloaded the page on which the beacon appears, the URL of the page on which the beacon appears, the time the page containing the beacon was viewed, the type of browser used to view the page and the information in cookies set by the Ad Partners.
Web beacons enable our Ad Partners to recognize a unique cookie on your web browser, which in turn enables us to learn which advertisements bring users to our website"
1,6613,60,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",Terms of Service,"
You agree to indemnify, defend, and hold harmless the Company, its officers, directors, employees, and agents from and against any and all claims, losses, costs, liabilities, damages, judgments, penalties, interest and expenses (including reasonable attorneys’ fees) arising out or relating to (i) any actual or alleged breach of your representations, warranties, or obligations set forth in these Terms of Service, and (ii) any actual or alleged infringement of any intellectual property or proprietary rights by any Content or other information you publish to the Website."
2,6615,15,neutral,This service is only available to users over a certain age,Terms of Service,"By using the Website, you are representing that you are at least 18, or that you are at least 13 years old and have your parents’ permission to use the Website."
3,6634,50,bad,"If you offer suggestions to the service, they become the owner of the ideas that you give them",Terms of Service,"TERMS OF IDEA SUBMISSION <p>You agree that: (1) your submissions and their contents will automatically become the property of Urban Dictionary, without any compensation to you.
(2) Urban Dictionary may use or redistribute the submissions and their contents for any purpose and in any way."
4,7716,50,neutral,There is a date of the last update of the agreements,Terms of Service,<p>Updated: October 2017
5,7717,10,neutral,You agree not to use the service for illegal purposes,Terms of Service,<p>You may not use the Website for any illegal activity or to violate laws in your jurisdiction.
6,7718,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,"<p>The Website is provided “as is” and “as available”.
You assume complete responsibility and risk for your use of the Website."
7,7719,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service,Any failure of the Company to enforce or exercise a right provided in these terms is not a waiver of that right.</p>
8,7720,10,neutral,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,Terms of Service,"<p>Should any provision of this Terms of Service be found invalid or unenforceable, the remaining terms shall still apply."
9,7722,20,neutral,"You agree not to submit libelous, harassing or threatening content",Terms of Service,"User Conduct <p>Users may not publish to the Website any words, definitions, or other information (collectively, “Content”) that:</p>
<ul>
<li>is unlawful, threatening, libelous or defamatory;"
10,7723,0,neutral,This service does not guarantee that it or the products obtained through it meet your expectations or requirements,Terms of Service,"The Company does not warrant that (i) the Website will meet your requirements, (ii) you will be satisfied with the Website, "
11,7724,50,bad,The service does not guarantee that software errors will be corrected,Terms of Service,(v) or that any errors will be corrected.
