,point_id,score,point,case,quoteDoc,quoteText
0,5731,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy policy,"
<p>Please note that some parts of our Services may not function properly if use of cookies is refused.</p>"
1,5732,50,good,You maintain ownership of your content,Terms of service,"Aside from the rights specifically granted herein, Customer retains ownership of all rights, including intellectual property rights, in the Customer Data.</p>
<p>
<small>
<strong>tl;dr</strong> Any data uploaded to or generated on your cloud servers are yours and yours only"
2,5733,15,good,You have the right to leave this service at any time,Terms of service,The Customer may terminate the Agreement for any reason by issuing 5 days written notice to UpCloud.
3,5734,40,good,You can retrieve an archive of your data,Privacy policy,"Right to data portability.
<p>Users have the right to receive their personal data from us in a structured and commonly used format and to independently transmit those data to a third party.</p>
How to use the rights.
<p>The above mentioned rights may be used by sending a letter or an e-mail to us on the addresses set out above, including the following information: the full name, company name (if applicable), address, e-mail address and a phone number.
We may request the provision of additional information necessary to confirm the identity of the User.
We may reject requests that are unreasonably repetitive, excessive or manifestly unfounded.</p>"
4,5736,50,bad,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,Privacy policy,"<p>If UpCloud is involved in a merger, acquisition or asset sale, we may transfer personal data to the third party involved."
5,5738,15,good,30 days of notice are given before closing your account,Terms of service,UpCloud may terminate the Agreement for any reason by issuing 30 days written notice to the Customer.
6,5739,0,neutral,The court of law governing the terms is in location X,Terms of service,"The Agreement will be governed by the substantive laws of Finland, with the exception of any conflict of law principles.
Any and all disputes, which the Parties fail to settle amicably, arising out of or relating to the Agreement will be finally settled by arbitration in English language in accordance with the Rules of the Arbitration Institute of the Finland Chamber of Commerce."
7,5740,50,good,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection.,Terms of service,Any disputes will be decided in English and by the Finland Chamber of Commerce.</small>
8,5742,50,good,The data retention period is kept to the minimum necessary for fulfilling its purposes,Privacy policy,UpCloud does not store personal data longer than is legally permitted and necessary for the purposes of providing the Services or the relevant parts thereof.
9,5743,10,good,Accessibility to this service is guaranteed at 99% or more,Terms of service,"UpCloud will guarantee 100% virtual server and network availability to the Customer.
The network will be deemed available if UpCloud’s routers and switches are available and responding properly."
10,5745,10,neutral,You agree not to use the service for illegal purposes,Terms of service,The Customer is not entitled to use the Services for purposes which UpCloud deems to be illegal or offensive
11,5746,50,good,"You can request access, correction and/or deletion of your data",Privacy policy,"Right to access
<p>UpCloud offers access for the Users to the personal data processed by UpCloud.
This means that Users may contact us and we will inform what personal data we have collected and processed regarding the said User and the purposes such data are used for.</p>
Right to withdraw consent.
<p>In case the processing is based on a consent granted by User, User may withdraw the consent at any time.
Withdrawing a consent may lead to fewer possibilities to use our Services.</p>
Right to correct.
<p>Users have the right to have incorrect, imprecise, incomplete, outdated, or unnecessary personal data we have stored about the User corrected or completed.</p>
Right to deletion.
<p>Users may also ask us to delete the User’s personal data from our systems.
We will comply with such request unless we have a legitimate ground to not delete the data.
We may not immediately be able to delete all residual copies from our servers and backup systems after the active data have been deleted.
Such copies shall be deleted as soon as reasonably possible.</p>"
12,5747,25,bad,Your data may be processed and stored anywhere in the world,Privacy policy,"We store the Users’ personal data primarily within the European Economic Area.
However, we have service providers in several geographical locations.
As such, we and our service providers may transfer personal data to, or access it in, jurisdictions outside the European Economic Area or the User’s domicile."
13,5748,10,neutral,Your personal data is aggregated into statistics,Privacy policy,"We may process information regarding the use of the Services to improve the quality of our Services e.g.
by analysing any trends in the use of our Services.
When possible, we will do this using only aggregated, non- personally identifiable data.</p>"
14,5749,50,good,The service promises to inform and/or notify you regarding government inquiries that may involve your personal data,Privacy policy,"When possible, we will inform Users about such transfer and processing.</p>
"
15,5750,0,neutral,Third parties are involved in operating the service,Privacy policy,"We may share personal data to authorized service providers who perform services for us (including data storage, sales, marketing and customer support services)."
16,5751,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Terms of service,The parties expressly note that the Service is not designed to be error-free or uninterrupted and therefore they are neither intended nor fit for purposes that require fail-safe performance.
17,5752,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of service,In all other respects the Service is provided on “as-is” and “as-available” basis
18,5753,30,good,You are entitled to a refund if certain thresholds or standards are not met by the service,Terms of service,"For all unscheduled interruptions in the provision of the Services, which are due to hardware or telecommunications failures that last longer than 5 minutes, UpCloud shall offer compensation to the Customer."
19,5754,50,good,You aren’t forced into binding arbitration in case of disputes,,
20,5756,50,neutral,"You should revisit the terms periodically, although in case of material changes, the service will notify",Terms of service,"All amendments to the Agreement must be made in writing.
UpCloud may modify this Agreement by notifying the Customer in writing, such as by e-mail or by posting a revised document version on UpCloud’s website.
If UpCloud considers that a revision will have a material effect on the Agreement, UpCloud will notify the Customer at least 30 days before the revision will be effected and reserve the Customer a possibility to terminate the Agreement"
