,point_id,score,point,case,quoteDoc,quoteText
0,16556,25,neutral,This service is only available for use individually and non-commercially.,Terms of Service,"Use License</p>
<p>Permission is granted to temporarily download one copy of the materials (information or software) available from the Services for personal, non-commercial transitory viewing only.
"
1,16557,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,<p>The materials on the Services are provided on an ‘as is’ basis.
2,16558,0,neutral,This service does not guarantee that it or the products obtained through it meet your expectations or requirements,Terms of Service,"KC Online Media, LLC makes no warranties, expressed or implied, and hereby disclaims and negates all other warranties including, without limitation, implied warranties or conditions of merchantability, fitness for a particular purpose, or non-infringement of intellectual property or other violation of rights.</p>
"
3,16559,10,neutral,The service does not guarantee accuracy or reliability of the information provided,Terms of Service,"<p>Further, KC Online Media, LLC does not warrant or make any representations concerning the accuracy, likely results, or reliability of the use of the materials on the Services"
4,16560,50,neutral,This service assumes no responsibility and liability for the contents of links to other websites,Terms of Service,"<p>Further, KC Online Media, LLC does not warrant or make any representations concerning the accuracy, likely results, or reliability of the use of the materials on the Services or otherwise relating to such materials or on any sites linked to from the Services.</p>"
5,16561,50,bad,This service assumes no liability for any losses or damages resulting from any matter relating to the service,Terms of Service,"</p>
<p>In no event shall KC Online Media, LLC or its suppliers be liable for any damages (including, without limitation, damages for loss of data or profit, or due to business interruption) arising out of the use or inability to use the materials on the Services, even if KC Online Media, LLC or a KC Online Media, LLC authorized representative has been notified orally or in writing of the possibility of such damage.
"
6,16562,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Terms of Service,"The materials appearing on the Services could include technical, typographical, or photographic errors.
KC Online Media, LLC does not warrant that any of the materials on its website are accurate, complete or current.
"
7,16563,70,bad," Terms may be changed any time at their discretion, without notice to you ",Terms of Service,"KC Online Media, LLC may revise these terms of service for its website at any time without notice."
8,16564,50,bad,"Instead of asking directly, this Service will assume your consent merely from your usage.",Terms of Service,By using this website you are agreeing to be bound by the then current version of these terms of service.</p>
9,16565,50,good,User accounts can be terminated after having been in breach of the terms of service repeatedly,Terms of Service,"<p>In our sole discretion, we may disable and/or terminate the accounts of users who repeatedly infringe or are repeatedly charged with infringing the copyrights or other intellectual property rights of others.</p>
"
10,16566,10,neutral,You are responsible for maintaining the security of your account and for the activities on your account,Terms of Service,"You are also responsible for any content that you post or transmit and, if you create an account, you are responsible for all content posted or transmitted through or by use of your account.</p>"
11,16567,10,neutral,You agree not to use the service for illegal purposes,Terms of Service,<p>Content prohibited from our sites and services includes but is not limited to: (1) illegal content.
12,16568,20,neutral,"You agree not to submit libelous, harassing or threatening content",Terms of Service,"(3) offensive content (including, without limitation, court ordered defamatory statements, threatening, hateful or pornographic content)."
13,16569,0,good,The publishing of personally identifiable information without the owner’s consent is not allowed,Terms of Service,"(4) content that discloses another’s personal, confidential or proprietary information."
14,16570,20,neutral,You are prohibited from attempting to gain unauthorized access to other computer systems,Terms of Service,"(6) malicious content (including, without limitation, malware or spyware)."
15,16571,25,neutral,"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages",Terms of Service,"(7) content that offers, promotes, advertises, or provides links to posting or auto-posting products or services, account creation or auto-creation products or services, flagging or auto-flagging products or services, bulk telephone numbers, or any other product or service that if utilized with respect to our sites and services would violate these TOU or our other legal rights.
and (8) content that offers, promotes, advertises or provides links to unsolicited products or services.</p>"
