,point_id,score,point,case,quoteDoc,quoteText
0,6616,50,neutral,There is a date of the last update of the agreements,Terms of Service,"Effective Date: August 28, 2017"
1,6617,50,bad,"If you offer suggestions to the service, they become the owner of the ideas that you give them",Terms of Service,"If I Have a Great Idea to Share with Evernote, What Are My Rights?
<p>When you submit any ideas, suggestions, documents and/or proposals relating to the Service (or other products or services) to Evernote through the “Contact Us,” User Forum or Support interfaces or through any other channel or mechanism (collectively, “Contributions”), you acknowledge and agree that: (i) your Contributions do not contain confidential or proprietary information.
(ii) Evernote is not under any obligation of confidentiality, express or implied, with respect to the Contributions.
(iii) Evernote shall be entitled to use or disclose (or choose not to use or disclose) such Contributions for any purpose, in any way.
(iv) Evernote may have something similar to the Contributions already under consideration or in development.
(v) your Contributions automatically become the property of Evernote without any obligation of Evernote to you.
and (vi) you are not entitled to any accounting, compensation or reimbursement of any kind from Evernote under any circumstances."
2,6618,50,bad,You have a reduced time period to take legal action against the service,Terms of Service,"CLAIMS ARE TIME-BARRED.</p>
<p>You agree that regardless of any statute or law to the contrary or the applicable dispute resolution process, any claim or cause of action you may have arising out of or related to use of the Service or otherwise under these must be filed within one (1) year after such claim or cause of action arose or you hereby agree to be forever barred from bringing such claim.</p>
<p>The provisions of this section, entitled “Claims Are Time-Barred” shall be deemed to constitute a separate written legally binding agreement by and between you and us.</p>"
3,6619,60,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",Terms of Service,"INDEMNITY.</p>
<p>You agree to indemnify and hold Evernote, its subsidiaries, affiliates, officers, agents, employees, advertisers, Service Providers and other partners harmless from and against any and all claims, liabilities, damages (actual and consequential), losses and expenses (including legal and other professional fees) arising from or in any way related to any third party claims relating to your use of any of the Service, any violation of these Terms of Service or any other actions connected with your use of the Service (including all actions taken under your account).
"
4,9187,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,"YOUR USE OF THE SERVICE AND THE PURCHASE AND USE OF ANY SERVICES ARE ALL AT YOUR SOLE RISK.</li>
<li>THE SERVICE IS PROVIDED ON AN “AS IS” AND “AS AVAILABLE” BASIS"
5,9188,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Terms of Service,"EVERNOTE EXPRESSLY DISCLAIMS ALL WARRANTIES AND CONDITIONS OF ANY KIND, WHETHER EXPRESS OR IMPLIED, INCLUDING, BUT NOT LIMITED TO THE IMPLIED WARRANTIES AND CONDITIONS OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NON-INFRINGEMENT.</li>
<li>EVERNOTE DOES NOT WARRANT THAT (i) THE SERVICE WILL MEET ALL OF YOUR REQUIREMENTS.
(ii) THE SERVICE WILL BE UNINTERRUPTED, TIMELY, SECURE OR ERROR-FREE.
OR (iii) ALL ERRORS IN THE SOFTWARE OR SERVICE WILL BE CORRECTED"
6,9189,50,bad,You are forced into binding arbitration in case of disputes,Terms of Service,"If you reside in the United States or are otherwise subject to the US Federal Arbitration Act, you and Evernote agree that any and all disputes or claims that have arisen or may arise between us - except any dispute relating to the enforcement or validity of your, our or either of our licensors’ intellectual property rights - shall be resolved exclusively through final and binding arbitration, rather than in court, except that you may assert claims in small claims court, if your claims qualify"
7,9190,50,bad,You waive your right to a class action.,Terms of Service,"YOU AND EVERNOTE AGREE, AS PART OF THE ARBITRATION AGREEMENT, THAT EACH OF US MAY BRING CLAIMS AGAINST THE OTHER ONLY ON AN INDIVIDUAL BASIS AND NOT AS PART OF ANY PURPORTED CLASS OR REPRESENTATIVE ACTION OR PROCEEDING.
WE REFER TO THIS AS THE “PROHIBITION OF CLASS AND REPRESENTATIVE ACTIONS.”"
8,9191,50,bad,Information is gathered about you through third parties,Privacy Policy,We also may link your subscriber information with data we receive from our partners and other third parties to help understand your needs and provide you with a better experience.
9,9192,10,good,You can opt out of promotional communications,Privacy Policy,request that Evernote not use your personal information for direct marketing purposes.
10,20443,25,neutral,You must create an account to use this service,Terms of Service,"<p>First, you need to create an Evernote service account."
11,20444,10,neutral,You are responsible for maintaining the security of your account and for the activities on your account,Terms of Service,"You are responsible for maintaining the accuracy, completeness and confidentiality of your Basic Subscriber Information, and you will be responsible for all activities that occur under your account, including activities of others to whom you have provided your Basic Subscriber &nbsp;Information."
12,20445,10,neutral,You must report to the service any unauthorized use of your account or any breach of security,Terms of Service,"
If you discover any unauthorized use of your Basic Subscriber Information or suspect that anyone may be able to access your private Content without authorization, you should immediately change your password and notify our Customer Support team."
13,20446,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Policy,"At this time, Evernote does not currently respond to or otherwise take action in response to web browser ""do not track"" signals"
