,point_id,score,point,case,quoteDoc,quoteText
0,579,15,good,Copyright license limited for the purposes of that same service but transferable and sublicenseable,Terms of Service ,"In order to operate and provide our Services, you grant WhatsApp a worldwide, non-exclusive, royalty-free, sublicensable, and transferable license to use, reproduce, distribute, create derivative works of, display, and perform the information (including the content) that you upload, submit, store, send, or receive on or through our Services.
The rights you grant in this license are for the limited purpose of operating and providing our Services (such as to allow us to display your profile picture and status message, transmit your messages, store your undelivered messages on our servers for up to 30 days as we try to deliver them, and otherwise as described in our Privacy Policy)."
1,6462,25,bad,Your data may be processed and stored anywhere in the world,Privacy Policy,"<p>You agree to our information practices, including the collection, use, processing, and sharing of your information as described in this Privacy Policy, as well as the transfer and processing of your information to the United States and other countries globally where we have or use facilities, service providers, or partners, regardless of where you use our Services."
2,6548,15,neutral,This service is only available to users over a certain age,Terms of Service ,"You must be at least 13 years old to use our Services (or such greater age required in your country for you to be authorized to use our Services without parental approval).
In addition to being of the minimum required age to use our Services under applicable law, if you are not old enough to have authority to agree to our Terms in your country, your parent or guardian must agree to our Terms on your behalf."
3,6549,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service ,"YOU USE OUR SERVICES AT YOUR OWN RISK AND SUBJECT TO THE FOLLOWING DISCLAIMERS.
WE ARE PROVIDING OUR SERVICES ON AN “AS IS” BASIS "
4,6550,50,bad,You waive your right to a class action.,Terms of Service ,"FINALLY, THIS SECTION WAIVES YOUR RIGHT TO HAVE YOUR DISPUTE HEARD AND RESOLVED AS A CLASS ACTION, CLASS ARBITRATION, OR A REPRESENTATIVE ACTION."
5,7660,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service ,"
<p>If we fail to enforce any of our Terms, it will not be considered a waiver.</p>"
6,11580,50,bad,Information is gathered about you through third parties,Privacy Policy," We receive information other people provide us, which may include information about you.
"
7,11582,50,good,"User-generated content is encrypted, and this service cannot decrypt it",Privacy Policy,"When they are end-to-end encrypted, we and third parties can’t read them.</li>"
8,11583,35,bad,This service gives your personal data to third parties involved in its operation,Privacy Policy,"When we share information with third-party providers, "
9,12875,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Terms of Service ,"THAT OUR SERVICES WILL BE OPERATIONAL, ERROR FREE, SECURE, OR SAFE, OR THAT OUR SERVICES WILL FUNCTION WITHOUT DISRUPTIONS, DELAYS, OR IMPERFECTIONS.
"
10,12876,0,neutral,Third parties are involved in operating the service,Privacy Policy,"We work with third-party providers to help us operate, provide, improve, understand, customize, support, and market our Services."
11,12878,20,neutral,Users who have been permanently banned from this service are not allowed to re-register under a new account,Terms of Service ,"
If we disable your account for a violation of our Terms, you will not create another account without our permission.</p>"
12,13018,10,good,A free help desk is provided,Privacy Policy,"For example, you may send us an email with information relating to our app performance or other issues"
13,13019,30,good,Details are provided about what kind of information they collect,Privacy Policy,"<strong>Status Information.</strong> We collect information about your online and status message changes on our Services, such as whether you are online (your “online status”), when you last used our Services (your “last seen status”), and when you last updated your status message.</p>"
14,13021,15,good,You have the right to leave this service at any time,Privacy Policy,You may delete your WhatsApp account at any time (including if you want to revoke your consent to our use of your information) using our in-app delete my account feature.
15,13022,30,good,The service will only respond to government requests that are reasonable,Privacy Policy,"
<p>We may collect, use, preserve, and share your information if we have a good-faith belief that it is reasonably necessary to: (a) respond pursuant to applicable law or regulations, to legal process, or to government requests."
16,13024,30,bad,Your personal data is used for advertising,Privacy Policy," WhatsApp is now part of the Facebook family of companies.
Our Privacy Policy explains how we work together to improve our services and offerings, like fighting spam across apps, making product suggestions, and showing relevant offers and ads on Facebook."
