,point_id,score,point,case,quoteDoc,quoteText
0,7065,50,good,Information is provided about how they collect personal data,Privacy Policy,"This Privacy Policy sets out how and why IKEA North America Services, LLC (“IKEA”, “we,” “our,” or “us”) collect, store, process and share your personal information."
1,7068,75,bad,"This service may collect, use, and share location data",Privacy Policy,"With your permission, we may also collect your precise location data."
2,7070,50,bad,Information is gathered about you through third parties,Privacy Policy,Third parties may also provide us with additional publicly available information about you.</p>
3,7071,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Policy,We therefore do not respond to browser Do Not Track signals.</p>
4,7073,25,good,Your personal data is not sold,Privacy Policy,We do not sell personal information to third parties.
5,7075,10,neutral,Only aggregate data is given to third parties,Privacy Policy,"We also disclose non-private, deidentified, aggregate or otherwise non-personal information with third parties, including social media companies like Facebook and Twitter, and online advertising companies like Google, to deliver targeted advertising about other products and services for marketing purposes."
6,7076,15,neutral,This service is only available to users over a certain age,Privacy Policy,"We do not knowingly allow children to order our products, communicate with us, or use any of our online services."
7,7077,10,good,You can opt out of promotional communications,Privacy Policy,ou may opt-out of receiving marketing messages by using the opt-out mechanisms and links provided in each message.</p>
8,22183,50,bad,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,Privacy Policy,We may share your personal information in the event we sell or transfer all or a portion of our business or assets</li>
9,22567,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy Policy,We use pixels and cookies
10,22568,70,bad,Many different types of personal data are collected,Privacy Policy,"<p>Information you provide to us</p>
<p>You may provide the following information to us in our stores and online:</p>
<ul>
<li>Personal and contact information, such as name, date of birth, email address, mobile/landline telephone number, home address, age, and gender</li>
<li>IKEA FAMILY card number</li>
<li>Payment information, such as credit card information and billing address</li>
<li>Purchasing activity, product preferences, reasons for purchasing a product, family and lifestyle</li>
<li>Information you post: If you comment or otherwise provide information in a public space on one of our websites, we collect a record of it and any personal information included in the comment."
11,22570,0,neutral,"Your IP address is collected, which can be used to view your approximate location",Privacy Policy,"
We may collect the following information:</p>
<ul>
<li>Internet Protocol (IP) address"
12,22571,50,bad,Your personal data may be used for marketing purposes,Privacy Policy,"Providing you with marketing material via SMS, mail and email (with your consent where required by law)</li>
<li>"
13,22572,35,bad,This service gives your personal data to third parties involved in its operation,Privacy Policy,"<p>In order for us to provide our products and services to you, we share some of your personal information with trusted third-party service providers"
14,22574,70,bad,Third-party cookies are used for advertising,Privacy Policy,"We use pixels and cookies in our work with customer database hosting providers, marketing agencies and advertising partners to place relevant content and advertisements for you on our own websites and apps, "
15,22575,50,bad, You are being tracked via social media cookies/pixels,Cookie Policy,"
<strong>Targeting cookies are used to:</strong>
</p>
<ul>
<li>Allow you to share and like</li>"
16,22577,5,bad,Tracking pixels are used in service-to-user communication,Privacy Policy,how you interact with the emails we send you
17,22578,25,bad,Your data may be processed and stored anywhere in the world,Privacy Policy,"Your personal information may be stored and processed by our vendors and service providers in the United States or other locations where the service providers or IKEA have facilities.</li>
<li>"
18,22580,50,neutral,"You should revisit the terms periodically, although in case of material changes, the service will notify",Privacy Policy,"
If we change this Privacy Policy in a material way, we will provide appropriate notice to you.
"
19,22581,50,neutral,There is a date of the last update of the agreements,Terms and Conditions,"<em>Effective Date: September 2020</em>
"
20,22582,60,bad,Your account can be deleted without prior notice and without a reason,Terms and Conditions,"You or we may suspend or terminate your accounts or your use of the Services at any time, for any reason or for no reason."
21,22583,60,bad,User-generated content can be blocked or censored for any reason,Terms and Conditions,"However, IKEA reserves the right to remove or to refuse to post any submission for any reason."
22,22584,50,neutral,Your content can be deleted if you violate the terms,Terms and Conditions,"IKEA reserves the right to change, condense or delete any content on IKEA’s website that IKEA deems, in its sole discretion, to violate the content guidelines or any other provision of these Terms of Use.
"
23,22585,50,bad,You aren’t allowed to remove or edit user-generated content,Terms and Conditions,IKEA does not guarantee that you will have any recourse through IKEA to edit or delete any content you have submitted.
24,22586,20,good,The service claims to be CCPA compliant for California users,Privacy Policy,DATA PORTABILITY RIGHTS FOR CALIFORNIA RESIDENTS</p>
25,22587,50,good,"You can request access, correction and/or deletion of your data",Privacy Policy,"</strong>To exercise the access, data portability, and deletion rights described above, California residents may submit a verifiable consumer request to us by either:</p>
<ul>
<li>Calling us at 1-888-888-4532</li>
<li>Submitting an online request here</li>
<li>Requesting a submission card in-person at one of our California stores.<br>
<br>"
