,point_id,score,point,case,quoteDoc,quoteText
0,6820,10,bad,Third-party cookies are used for statistics,Privacy Policy,"In consequence, Google, Inc.
plants a permanent cookie on your web browser to identify you as a unique user the next time you visit this Site)."
1,6822,50,good,You can delete your content from this service,Privacy Policy,"3.2 Right to delete your data <p>
You may at any time access and edit, update or delete your non-restricted contact details by logging into your ISODME platform Account.
<br> Please note that you will only be able to delete your name during removal of your ISODME Account.
To delete your Account, please send your request to help@isodme.com, and you will be provided with further guidance."
2,6823,50,good,"You can request access, correction and/or deletion of your data",Privacy Policy,the right to erase any data concerning you.
3,6825,50,good,"You can request access, correction and/or deletion of your data",Privacy Policy,"If you would like to stop us using your personal information, you shall request that we erase your personal information and close your ISODME Account with all of its related Services."
4,6826,30,good,A complaint mechanism is provided for the handling of personal data,Privacy Policy,"RETENTION AND DELETION <p>
We generally retain your personal information for as long as is necessary for the performance of the contract between you and us and to comply with our legal obligations.
"
5,6827,50,good,You maintain ownership of your content,Terms of Service,"If you have a website or other content hosted by ISODME, you shall retain all of your ownership or licensed rights in User Content.<"
6,6828,50,neutral,There is a date of the last update of the agreements,Terms of Service,Last Revised: 2019-06-15 18:03 EDT
7,6829,50,neutral,There is a date of the last update of the agreements,Privacy Policy,Last Revised: 2019-03-20 20:48 EDT
8,6830,50,neutral,There is a date of the last update of the agreements,Terms of Service,Last Revised: 2019-06-15 18:03 EDT
9,6835,15,neutral,The posting of pornographic content is prohibited,Terms of Service,"ANY USER CONTENT OR CONTENT THAT IS DEFAMATORY, HARASSING, ABUSIVE, HARMFUL TO MINORS OR ANY PROTECTED CLASS, PORNOGRAPHIC, “X-RATED”, OBSCENE OR OTHERWISE OBJECTIONABLE"
10,6836,25,neutral,"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages",Terms of Service,"Promotes, encourages or engages in any spam or other unsolicited bulk emails, or computer or network hacking or cracking, cloaking or sneaky redirects.
"
11,6837,30,neutral,Alternative accounts are not allowed,Terms of Service,You agree to not create multiple accounts
12,6838,0,neutral,You agree not to submit illegal content,Terms of Service,"Is illegal, or promotes or encourages illegal activity.
"
13,6841,0,neutral,The service is transparent regarding government requests or inquiries that may involve your data.,Privacy Policy,"When providing hosting and other services, personal data might be transferred to data recipients established in third countries and participating in the EU-U.S.
Privacy Shield Framework.
<br>
In certain situations, ISODME may be asked to disclose personal data in response to lawful requests by public authorities, other competent authorities, including when it is required to meet national security or law enforcement requirements, and will do so where permitted by local data protection laws.
<br>"
