,point_id,score,point,case,quoteDoc,quoteText
0,6423,50,neutral,There is a date of the last update of the agreements, Content Policy ,Last updated: January
1,6424,100,blocker,The policy refers to documents that are missing or unfindable,Privacy Policy ,"For more information on our use of these technologies, see our Cookie Policy.</li>"
2,6425,60,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service", Terms and Conditions ,"You agree to defend, indemnify and hold harmless Pexgle and its officers, directors, employees and agents, from and against any and all claims, damages, obligations, losses, liabilities, costs or debt, and expenses (including but not limited to attorney’s fees) arising from: (a) your use of and access to the Services and the Website.
(b) your violation of any term of this Agreement.
or (c) your violation of any third party right, including without limitation any copyright, property, or privacy right.
This defense and indemnification obligation will survive the termination of this Agreement and your use of the Services and the Website.</li>"
3,6427,70,bad," Terms may be changed any time at their discretion, without notice to you ", Content Policy ,"Please note that we reserve the right, in our sole discretion, to change, modify, add or delete portions of this Policy without notice at any time by updating this posting.
You should visit this page regularly to review the current Policy."
4,6429,60,bad,Your account can be deleted without prior notice and without a reason, Content Policy ,"We reserve the right to restrict, suspend, terminate or refuse your access to or use of the Site, in whole or in part, without notice, in our sole discretion."
5,6431,25,good,Your personal data is not sold,Privacy Policy ,We will never sell your Personal Data to any third party.</p>
6,6432,25,neutral,This service is only available for use individually and non-commercially., Content Policy ,"You may access and display Pexgle Content for non-commercial, personal use only.</p>
"
7,20195,50,bad,Many third parties are involved in operating the service, Terms and Conditions ,"We reserve the right to use third party service providers in the provisions of all or part of the Services including, but not limited to, hosting providers, payment processing services, information and communication services, analytics services, internet advertising platforms, advertising service providers and platforms.
"
8,20196,10,neutral,You are responsible for maintaining the security of your account and for the activities on your account, Terms and Conditions ,"You are responsible for all of the following with respect to your use of the Services:<ol>
<li>maintaining the security of your User account and all the activity that occurs on your User account;</li>
<li>"
9,20197,15,good,You have the right to leave this service at any time, Terms and Conditions ,You may delete your User account at any time.
10,20198,20,neutral,The service is provided 'as is' and to be used at your sole risk, Terms and Conditions ,"EXCEPT WHERE PROHIBITED BY LAW, THE SERVICES AND THE WEBSITE ARE PROVIDED “AS-IS” "
11,20199,0,neutral,This service does not guarantee that it or the products obtained through it meet your expectations or requirements, Terms and Conditions ,"WE MAKE NO WARRANTY THAT THE SERVICES OR THE WEBSITE (A) WILL MEET YOUR REQUIREMENTS.
"
12,20200,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service", Terms and Conditions ,"(B) WILL BE AVAILABLE ON AN UNINTERRUPTED, TIMELY, SECURE, OR ERROR-FREE BASIS."
13,20201,50,bad,This service assumes no liability for any losses or damages resulting from any matter relating to the service, Terms and Conditions ,"In no event shall Pexgle, its officers, directors, employees, or agents, be liable to you or to any third party for any direct, indirect, incidental, special, punitive, or consequential damages whatsoever arising from or related to either this Agreement, or use of the Services or the Website."
14,20202,50,bad,"If you offer suggestions to the service, they become the owner of the ideas that you give them", Terms and Conditions ,"
If any User shares ideas, suggestions, comments, or other feedback with Pexgle, Pexgle will own such idea, suggestion, comment or feedback.
"
15,20203,80,bad,You must provide your identifiable information,Privacy Policy ,"To help create and maintain a trusted environment, we collect identity verification information (such as images of your passport, national ID card) or other authentication information.</li>"
16,20204,40,bad,"The service may keep a secure, anonymized record of your data for analytical purposes even after the data retention period",Privacy Policy ,"We also retain some of your information, which is anonymised, as necessary to comply with our legal obligations, to resolve disputes, to enforce our agreements, to support business operations and to continue to develop and improve the Services."
17,20205,50,bad,This service tracks which web page referred you to it,Privacy Policy ,"We also collect information through your device about your operating system, browser type, IP address, URLs of referring/exit pages.
"
18,20206,75,bad,"This service may collect, use, and share location data",Privacy Policy ,We use your IP address and/or country preference in order to approximate your location to provide you with a better Service experience and to fulfil our legal and fiscal obligations.</li>
19,20207,50,bad, You are being tracked via social media cookies/pixels,Privacy Policy ,"Some of our Services contain widgets and social media features, such as the Facebook button.
"
20,20208,30,good,Information is provided about how your personal data is used,Privacy Policy ,HOW WE USE INFORMATION WE COLLECT
21,20209,30,bad,Your personal data is used for advertising,Privacy Policy ,"<strong>To provide, personalize, and improve our advertising and marketing.</strong>
<ul>"
22,20210,50,bad,Your personal data may be used for marketing purposes,Privacy Policy ,"<li>Send you promotional messages, marketing, advertising, and other information that may be interested to you based on your preferences (including information about Pexgle campaigns and services)"
23,20211,40,bad,Your personal data is used to employ targeted third-party advertising,Privacy Policy ,"and social media advertising through social media platforms (such as Facebook or Google).</li>
<li>"
24,20212,10,good,You can opt out of promotional communications,Privacy Policy ,"You can opt-out of receiving marketing communications from us by following the unsubscribe instructions included in our marketing communications or changing your notification settings within your Pexgle Account.</p>
</li>
"
