,point_id,score,point,case,quoteDoc,quoteText
0,13056,30,bad,Your biometric data is collected,Privacy Policy,"Genetic Information.
</strong>
Information regarding your genotype (e.g.
the As, Ts, Cs, and Gs at particular locations in your genome), your Genetic Information, is generated when we analyze and process your saliva sample, or when you otherwise contribute or access your Genetic Information through our Services.
Genetic Information includes the 23andMe results reported to you as part of our Services, and may be used for other purposes"
1,13057,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Policy,we do not respond to browser ”do not track” signals.
2,13058,70,bad,Many different types of personal data are collected,Privacy Policy,"we collect Personal Information, which may include your name, date of birth, billing and shipping address, payment information (e.g., credit card) and contact information (e.g.
email, phone number and license number)."
3,13059,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy Policy,"We and our third party service providers use cookies and similar technologies (such as web beacons, tags, scripts and device identifiers)"
4,13060,70,bad,Some personal data may be kept after the end of the data retention period or a request for erasure,Privacy Policy,"23andMe and/or our contracted genotyping laboratory will retain your Genetic Information, date of birth, and sex as required for compliance with applicable legal obligations, including the federal Clinical Laboratory Improvement Amendments of 1988 (CLIA), California Business and Professions Code Section 1265 and College of American Pathologists (CAP) accreditation requirements.
23andMe will also retain limited information related to your account and data deletion request, including but not limited to, your email address, account deletion request identifier, communications related to inquiries or complaints and legal agreements for a limited period of time as required by law, contractual obligations, and/or as necessary for the establishment, exercise or defense of legal claims and for audit and compliance purposes."
5,13061,10,good,You can opt out of promotional communications,Privacy Policy,You can unsubscribe from receiving these marketing communications at any time.
6,15431,15,good,You have the right to leave this service at any time,Terms of Service,"If you want to terminate your legal agreement with 23andMe, you may do so
by notifying 23andMe at any time in writing, which will entail closing your
accounts for all of the Services that you use."
7,15432,15,neutral,Your account can be suspended for several reasons,Terms of Service,"23andMe may, at any time, by notice terminate its legal agreement with you
(and in conjunction therewith, your password and account(s)) if:
<ul>
<li>
you have breached any provision of the TOS (or have acted in manner
which shows that you do not intend to, or are unable to comply with,
the provisions of the TOS) and have failed to remedy such breach on
fifteen [15] days notice in writing to you.
</li>
<li>
23andMe is required to do so by law (for example, where the provision of the Services to you is, or becomes, unlawful).
</li>
<li>
the partner with whom 23andMe offered the Services to you has
terminated its relationship with 23andMe or ceased to offer the
Services to you.
</li>
<li>
23andMe is transitioning to no longer providing the Services to users
in the country or state in which you reside or from which you use
the Services.
or
</li>
<li>
the provision of the Services to you by 23andMe is, in 23andMe's
opinion, no longer commercially viable."
8,15442,0,neutral,This service does not guarantee that it or the products obtained through it meet your expectations or requirements,Terms of Service,"You should not assume that any information we may be able to provide
to you, whether now or as genetic research advances, will be welcome or positive."
9,15443,15,neutral,This service is only available to users over a certain age,Terms of Service,"if you contribute or otherwise provide
your own Genetic Information, you must be eighteen (18) years of age or older
to agree to these TOS on behalf of yourself or those for whom you have legal authority to agree.
</li>
<li>
If your use of the Services includes creating a 23andMe account, without
submitting a saliva sample or otherwise providing Genetic Information, you
must be thirteen (13) years of age or older to use the Services and accept
the TOS."
