,point_id,score,point,case,quoteDoc,quoteText
0,11668,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,"THE SERVICES AND ALL CONTENT ARE DISTRIBUTED ON AN “AS IS, AS AVAILABLE” BASIS."
1,11669,70,bad," Terms may be changed any time at their discretion, without notice to you ",Terms of Service,"At any time and without notice to you, we may modify these Terms by posting revised Terms on the Services.
"
2,11670,50,bad,This service assumes no liability for any losses or damages resulting from any matter relating to the service,Terms of Service,"NEITHER WE NOR OUR PARTNERS, AFFILIATES, OPERATORS, OR PARENT COMPANIES SHALL BE LIABLE FOR ANY DIRECT, INDIRECT, INCIDENTAL, SPECIAL, OR CONSEQUENTIAL DAMAGES ARISING OUT OF THE USE OF OR INABILITY TO USE THE SERVICES, EVEN IF WE HAVE BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES.
</p>"
3,12841,50,bad,Your personal data may be used for marketing purposes,Terms of Service,"You understand and agree that by utilizing our Services, you agree to receive communications from us, including emails, push notifications, text messages, and other forms of communications, regarding our Services and other third-party business offerings.
You further understand and agree that our Services may include communications from us or from our partners to you and that these communications are considered part of the Services."
4,12842,10,good,You can opt out of promotional communications,Terms of Service,"To opt out of receiving communications from us via email, please email us at support@eightpoint.ky or click on the “unsubscribe” link at the bottom of any communication you receive from us.
"
5,12843,0,neutral,Third parties are involved in operating the service,Terms of Service,"whether owned by us or third parties with which we have a relationship.
"
6,12844,0,neutral,The court of law governing the terms is in location X,Terms of Service,"These Terms and any disputes arising directly or indirectly hereunder, shall be governed by and construed in accordance with the laws of the State of Florida, without regard to its choice of law provisions."
7,12845,10,neutral,Invalidity of any portion of the Terms of Service does not entail invalidity of its remainder,Terms of Service,"If any part of these Terms is determined to be invalid or unenforceable pursuant to applicable law, then the invalid or unenforceable provision will be deemed superseded by a valid, enforceable provision that most closely matches the intent of the original provision and the remainder of the Terms shall continue in effect."
8,12846,10,neutral,You are responsible for maintaining the security of your account and for the activities on your account,Terms of Service,"
You are responsible for maintaining the confidentiality of your accounts and passwords."
9,12847,50,blocker,Specific content can be deleted without reason and may be removed without prior notice,Terms of Service,"We maintain the right, but not the obligation to remove any Content that we determine in our sole discretion violates these Terms or that is otherwise objectionable at any time and for any reason.
</p>
<p>"
10,12848,50,neutral,There is a date of the last update of the agreements,Terms of Service,<p>Last Updated: March 2019</p>
11,12849,10,neutral,The service does not guarantee accuracy or reliability of the information provided,Terms of Service,"we do not guarantee the accuracy, integrity or quality of the Services or any of the Content."
12,12850,25,neutral,This service is only available for use individually and non-commercially.,Terms of Service,"we grant you an individual and personal, revocable, non-transferrable, non-assignable, non-exclusive right to access and use the Services and Content for your own personal use."
13,12851,50,neutral,The service is not responsible for linked or (clearly) quoted content from third-party content providers,Terms of Service,"The Services may contain links to other Internet websites and services owned by third parties.
Your use of each of those websites and services is subject to the conditions, if any, that each of those websites has posted.
You acknowledge and agree that we have no control over websites that are not ours, and we are not responsible for any changes to and/or content on them.
"
14,12852,50,bad,Your content can be licensed to third parties,Terms of Service," to use, reproduce, create derivative works of, distribute, publicly perform, publicly display, transfer, transmit, distribute, and publish Your Content and subsequent versions of Your Content for the purposes of (i) pursuing our business interests, (ii) distributing Your Content, either electronically or via other media, to third parties seeking to download or otherwise acquire it, and/or (iii) storing Your Content in a remote database accessible by third parties."
15,12853,50,bad,Your content can be distributed through any media known now or in the future,Terms of Service,"This license shall apply to the distribution and the storage of Your Content in any form, medium, or technology now known or later developed."
16,12854,10,good,The service has non-exclusive use of your content,Terms of Service,"You hereby grant us, our affiliates, and our partners a worldwide, irrevocable, royalty-free, nonexclusive, sub-licensable, license"
17,12855,10,neutral,Instructions are provided on how to submit a copyright claim,Terms of Service," If you believe that Your Content has been copied and made accessible through the Services and/or as part of the Content in a manner that violates your intellectual property rights, you may submit a claim notice to us at support@eightpoint.ky."
18,12856,15,neutral,The posting of pornographic content is prohibited,Terms of Service,"sexually explicit, obscene,"
19,12857,20,neutral,"You agree not to submit libelous, harassing or threatening content",Terms of Service,"you agree that you will not use the Services to (i) publish, post, upload, e-mail, distribute, or disseminate (collectively, “transmit”) any offensive, inappropriate, profane, defamatory, infringing, vulgar,"
20,12858,10,neutral,You agree not to use the service for illegal purposes,Terms of Service, or unlawful content
21,12859,20,neutral,You are prohibited from posting content which promotes violence or politically or religiously extremist values.,Terms of Service,"or any hate speech (e.g.
racist/discriminatory speech)"
