,point_id,score,point,case,quoteDoc,quoteText
0,10315,50,bad,You waive your right to a class action.,Terms of Service,"ou and Riot Games agree that each of us may bring claims against the other only on an individual basis and not as a plaintiff or class member in any purported class or representative action or proceeding.
Unless both you and Riot Games agree otherwise, the arbitrator may not consolidate or join more than one person’s or party’s claims, and may not otherwise preside over any form of a consolidated, representative, or class proceeding.
Also, the arbitrator may award relief (including monetary, injunctive, and declaratory relief) only in favor of the individual party seeking relief and only to the extent necessary to provide relief necessitated by that party’s individual claim(s).</u>"
1,10318,50,neutral,There is a date of the last update of the agreements,Terms of Service,"Last Modified: January 15, 2020</em>"
2,10320,10,neutral,You are responsible for maintaining the security of your account and for the activities on your account,Terms of Service,You are responsible for all losses (including loss or use of Virtual Content) on your account where you have shared your Login Credentials or have failed to keep your account or Login Credentials secure.
3,10321,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Privacy Notice,"We’re only describing our own practices – this notice doesn’t apply to third parties we don’t own or control, including other companies you might interact with on or through the Riot services (see Third-Party Websites and Services)."
4,10322,25,neutral,This service is only available for use individually and non-commercially.,Terms of Service,"We grant you a limited, non-exclusive, non-transferable, revocable license to use and enjoy the Riot Services (and any Virtual Content) for your individual, non-commercial, entertainment purposes only and expressly conditioned upon your compliance with these Terms."
5,10323,50,neutral,"You are responsible for any risks, damages, or losses that may incur by downloading materials",Terms of Service,"You assume all responsibility for the installation and use of, and results obtained from the Riot Services "
6,10325,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Notice,We do not currently respond to browser do-not-track signals.
7,10326,50,neutral,"You should revisit the terms periodically, although in case of material changes, the service will notify",Privacy Notice,"When we do make changes, we’ll update the “Last Modified” date at the top of the notice and post it to the Riot services.
If we make material changes to the notice or the ways we process player info, we’ll provide you additional notice as well (such as by prominently posting a notice of the changes on the Riot services before they take effect or sending you a notification directly).
</p>
<p> We encourage you to check back periodically to review this notice for any changes since your last visit."
8,10328,60,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",Terms of Service,"Riot Games reserves the right, at its own expense and in its sole and absolute discretion, to assume the exclusive defense and control of any matter otherwise subject to indemnification by you, in which event you’ll cooperate with Riot Games in asserting any available defenses.</p>
<p>For example, if you use the Riot Services as part of a business operation (something you’re not allowed to do) and we get sued because of something you do in breach of these Terms, you’ll have to defend us in court and pay for any damages we incur.</p> "
9,10361,10,good,You can opt out of promotional communications,Privacy Notice,"If you choose to receive marketing and promotional emails from us but later change your mind, simply “unsubscribe” by following the instructions in the relevant email.
"
10,10362,50,good,"You can request access, correction and/or deletion of your data",Privacy Notice,"If you’re concerned with the way we’re handling your info, or if you would like to request to access, correct, update, restrict or delete your personal info, object to or opt out of the processing of your personal info, withdraw your consent to our use of your info, or if you would like to request a copy of your personal info for purposes of transmitting it to another company (to the extent these rights are provided to you by applicable law), please Contact Us or visit privacy.riotgames.com and follow the instructions provided."
11,10365,10,neutral,First-party cookies are used,Cookie Policy,"<p>Cookies may be placed on your device by Riot Games as the operator of the Riot services.
These cookies are called “first party” cookies."
12,10370,50,bad, You are being tracked via social media cookies/pixels,Cookie Policy,"and</li>
<li>where you agree to this in accordance with your privacy settings on social sites, with information we obtain from social sites (such as with respect to your usage of it or your posts, messages or comments on it)"
13,10371,50,neutral,Blocking first party cookies may limit your ability to use the service,Cookie Policy,"However, your experience may be less functional and you may need to re-enter your preferences each time you visit.
</li>
</ul>
<p>
<"
14,10372,60,good,You can access most of the pages on the service's website without revealing any personal information,Privacy Notice,"ou can use many parts of the Riot services without ever creating an account, purchasing our products or services, or otherwise submitting info like your name or email address to us."
15,10373,70,bad,Some personal data may be kept after the end of the data retention period or a request for erasure,Privacy Notice, but will keep some personal information (summoner name for instance) for other defined purposes such as security and fraud detection.
16,10375,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service,"<p>Riot Games’ failure to enforce any provision of these Terms shall in no way be construed to be a present or future waiver of such provision, nor in any way affect the right of any party to enforce each and every such provision after that."
17,10376,10,bad,Any liability on behalf of the service is only limited to the fees you paid as a user,Terms of Service,"<u>To the extent permitted by law, our total liability to you (whether for breach of this contract, negligence or for any other reason whatever) for any loss, harm or damage suffered by you in connection with your downloading, use and/or access of the Riot Services is limited to the total amounts paid by you to Riot during the six (6) months immediately prior to the time your cause of action first arose.</u>"
18,10378,80,good,Logs are deleted after a finite period of time,Privacy Notice,"As another example, chat logs/history data is retained for a period of two years from its creation.
This is to enable Riot to properly investigate infringements of our rules and policies such as fraud, toxicity, cheating and harmful behaviour."
19,10379,50,bad,This service reserves the right to disclose your personal information without notifying you,Privacy Notice,"We may also use, disclose, and preserve info as necessary or appropriate, including when necessary for a legal obligation or legitimate or public interest or to protect the vital interest of you or someone else, such as to: </p>
<ul>
<li> Comply with applicable law or respond to legal process (like requests from law enforcement or other public or government authorities).
</li>
<br>
<li> Securely operate the Riot services (like stopping attacks on our systems).
</li>
<br>
<li> Protect players and third parties (such as to help prevent serious injury or crime).
and </li>
<br>
<li> Protect our own rights, property, and operations (like enforcing our contracts and terms -- including the Terms of Service -- and pursuing available remedies or limiting the damages we may sustain).
</li>
<br>"
20,10380,50,blocker,You waive your moral rights,Terms of Service,"<li>You waive any moral rights you may have in Your Content with respect to our use of Your Content to the maximum extent permitted by the laws of your jurisdiction.
If local laws do not allow for waiver of moral rights, instead you grant Riot Games the right to use Your Content and all elements of Your Content with or without your name or pseudonym, as well as to freely edit Your Content."
21,10381,50,bad,Your content can be distributed through any media known now or in the future,Terms of Service,"<li>You grant us, from the time of uploading or transmission of Your Content, a worldwide, perpetual, irrevocable, sublicenseable, non-exclusive and royalty-free right and license to use, reproduce, distribute, adapt, modify, translate, create derivative works based upon, publicly perform, publicly display, digitally perform, make, have made, and import Your Content, including, all copyrights, publicity rights, trademarks, trade secrets, patents, industrial rights and all other intellectual and proprietary rights related to them, for the purpose of providing the Riot Services without any compensation to you.
</li>
<"
