,point_id,score,point,case,quoteDoc,quoteText
0,16242,50,good,"You can request access, correction and/or deletion of your data",Privacy Statement,"These rights may include:</p>
<ul>
<li>To access your Personal Data held by us (right to access);</li>
<li>To rectify inaccurate Personal Data and, taking into account the purpose of processing the Personal Data, ensure it is complete (right to rectification);</li>
<li>To erase/delete your Personal Data, to the extent permitted by applicable data protection laws (right to erasure.
right to be forgotten);</li>
"
1,16243,30,good,Details are provided about what kind of information they collect,Privacy Statement,What Personal Data do we collect?
2,16244,30,bad,Your personal data is used for advertising,Privacy Statement,>To display personalized advertisements to you
3,16245,50,bad,Your personal data may be used for marketing purposes,Privacy Statement," to send to you marketing communications about us, our products and our services.
"
4,16246,50,good,You can limit how your information is used by third-parties and the service,Privacy Statement,<li>To restrict our processing of your Personal Data to the extent permitted by law (right to restriction of processing);
5,16247,40,good,You can retrieve an archive of your data,Privacy Statement,"To transfer your Personal Data to another controller, to the extent possible (right to data portability);</li>
"
6,16248,30,good,Information is provided about how your personal data is used,Privacy Statement,Purposes for which we process Personal Data and the legal bases on which we rely
7,16249,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Privacy Statement,"For the avoidance of doubt, our Privacy Statement does not apply to the extent we process Personal Data in the role of a processor on behalf of our customers."
8,16250,70,bad,This service shares your personal data with third parties that are not essential to its operation,Privacy Statement,"Third-party social media and advertising networks, which usually act as separate controllers, so that we can advertise on their platforms;</li>
"
9,16251,50,bad,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,Privacy Statement,"if we are involved in a merger, reorganization, asset sale or business combination."
10,16252,60,good,Personal information that is shared outside its jurisdiction is processed according to the original jurisdiction’s data protection standards,Privacy Statement,"
As described in the ""International transfer of Personal Data"" section of our full Privacy Statement, we have implemented safeguards to ensure an adequate level of data protection where your Personal Data is transferred to countries outside the EEA, such as standard contractual clauses for the transfer of Personal Data as approved by the European Commission (Art.
46 GDPR)."
11,16253,10,bad,Any liability on behalf of the service is only limited to the fees you paid as a user,Terms of Service, IN NO EVENT SHALL THE AGGREGATE LIABILITY OF EACH PARTY TOGETHER WITH ALL OF ITS AFFILIATES ARISING OUT OF OR RELATED TO THIS AGREEMENT EXCEED THE TOTAL AMOUNT PAID BY CUSTOMER AND ITS AFFILIATES HEREUNDER FOR THE SERVICES GIVING RISE TO THE LIABILITY IN THE TWELVE MONTHS PRECEDING THE FIRST INCIDENT OUT OF WHICH THE LIABILITY AROSE.
12,16254,50,bad,This service assumes no liability for any losses or damages resulting from any matter relating to the service,Terms of Service," IN NO EVENT WILL EITHER PARTY OR ITS AFFILIATES HAVE ANY LIABILITY ARISING OUT OF OR RELATED TO THIS AGREEMENT FOR ANY LOST PROFITS, REVENUES, GOODWILL, OR INDIRECT, SPECIAL, INCIDENTAL, CONSEQUENTIAL, COVER, BUSINESS INTERRUPTION OR PUNITIVE DAMAGES, WHETHER AN ACTION IS IN CONTRACT OR TORT AND REGARDLESS OF THE THEORY OF LIABILITY, EVEN IF A PARTY OR ITS AFFILIATES HAVE BEEN ADVISED OF THE POSSIBILITY OF SUCH DAMAGES OR IF A PARTY’S OR ITS AFFILIATES’ REMEDY OTHERWISE FAILS OF ITS ESSENTIAL PURPOSE.
"
13,16255,15,good,You have the right to leave this service at any time,Terms of Service,"A party may terminate this Agreement for cause (i) upon 30 days written notice to the other party of a material breach if such breach remains uncured at the expiration of such period, "
14,16256,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Service, No failure or delay by either party in exercising any right under this Agreement will constitute a waiver of that right.</p>
15,16257,30,good,A complaint mechanism is provided for the handling of personal data,Privacy Statement,"
<p>If you believe that we have not been able to assist with your complaint or concern, and you are located in the EEA, you have the right to lodge a complaint with the competent supervisory authority.</p>"
16,16258,0,neutral,This service does not guarantee that it or the products obtained through it meet your expectations or requirements,Terms of Service,"EXCEPT AS EXPRESSLY PROVIDED HEREIN, NEITHER PARTY MAKES ANY WARRANTY OF ANY KIND, WHETHER EXPRESS, IMPLIED, STATUTORY OR OTHERWISE, AND EACH PARTY SPECIFICALLY DISCLAIMS ALL IMPLIED WARRANTIES, INCLUDING ANY IMPLIED WARRANTY OF MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE OR NON-INFRINGEMENT, TO THE MAXIMUM EXTENT PERMITTED BY APPLICABLE LAW."
17,16259,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,"ONTENT AND BETA SERVICES ARE PROVIDED “AS IS,” AND AS AVAILABLE EXCLUSIVE OF ANY WARRANTY WHATSOEVER.</p>"
18,16260,20,neutral,You are prohibited from posting content which promotes violence or politically or religiously extremist values.,Acceptable Use Policy,"
Customers may not, and may not allow any third party, including its users, to use services to display, store, process, or transmit, or permit use of services to display, store, process, or transmit:</p>
<ul>
<li>I.
Material that infringes or misappropriates a third party’s intellectual property or proprietary rights;</li>
<li>II.
Hate-related or violent material, and/or material advocating discrimination against individuals or groups;</li>
<li>"
19,16261,15,neutral,The posting of pornographic content is prohibited,Acceptable Use Policy,"III.
Obscene, excessively profane material or otherwise objectionable material;</li>"
20,16262,25,neutral,"You are prohibited from sending chain letters, junk mail, spam or any unsolicited messages",Acceptable Use Policy,"Customers may not use a service to, nor allow its users or any third party to use a service to:</p>
<ul>
<li>I.
Generate or facilitate unsolicited commercial email (spam)."
21,16263,20,neutral,"You agree not to submit libelous, harassing or threatening content",Acceptable Use Policy,"II.
Send, upload, distribute, or disseminate, or offer to do the same, with respect to unlawful, defamatory, harassing, abusive, fraudulent, infringing, obscene, excessively profane, hateful, violent, or otherwise objectionable material,"
22,16264,50,good,"If you offer suggestions to the service, they may use that without your approval or compensation, but they do not become the owner",Terms of Service,"License by Customer to Use Feedback.</strong> Customer grants to SFDC and its Affiliates a worldwide, perpetual, irrevocable, royalty-free license to use and incorporate into its services any suggestion, enhancement request, recommendation, correction or other feedback provided by Customer or Users relating to the operation of SFDC’s or its Affiliates’ services.</p>
"
23,16265,50,good,You maintain ownership of your content,Terms of Service,"As between the parties, each party retains all ownership rights in and to its Confidential Information.
"
