,point_id,score,point,case,quoteDoc,quoteText
0,631,50,bad,You waive your right to a class action.,Terms of Use,"YOU AGREE THAT DISPUTES BETWEEN YOU AND US WILL BE RESOLVED BY BINDING, INDIVIDUAL ARBITRATION AND YOU WAIVE YOUR RIGHT TO PARTICIPATE IN A CLASS ACTION LAWSUIT OR CLASS-WIDE ARBITRATION.
WE EXPLAIN SOME EXCEPTIONS AND HOW YOU CAN OPT OUT OF ARBITRATION BELOW.</b>"
1,657,15,good,"When the service wants to change its terms, you are notified a week or more in advance.",Terms of Use,"We may change our Service and policies, and we may need to make changes to these Terms so that they accurately reflect our Service and policies.
Unless otherwise required by law, we will notify you (for example, through our Service) before we make changes to these Terms and give you an opportunity to review them before they go into effect.
"
2,1035,80,bad,very broad,Terms of Use,"when you share, post, or upload content that is covered by intellectual property rights (like photos or videos) on or in connection with our Service, you hereby grant to us a non-exclusive, royalty-free, transferable, sub-licensable, worldwide license to host, use, distribute, modify, run, copy, publicly perform or display, translate, and create derivative works of your content (consistent with your privacy and application settings).
You can end this license anytime by deleting your content or account.
However, content will continue to appear if you shared it with others and they have not deleted it."
3,1126,0,neutral,none,Terms of Use,"<li>Our rights and obligations can be assigned to others.
For example, this could occur if our ownership changes (as in a merger, acquisition, or sale of assets) or by law"
4,1343,0,neutral,The court of law governing the terms is in location X,Terms of Use,"The laws of the State of California, to the extent not preempted by or inconsistent with federal law, will govern these Terms and any claim, without regard to conflict of law provisions."
5,1374,50,bad,Many third parties are involved in operating the service,Data Policy,"Here are the types of third parties we share information with:<b>Partners who use our analytics services.</b>We provide aggregated statistics and insights that help people and businesses understand how people are engaging with their posts, listings, Pages, videos and other content on and off the Facebook Products.
For example, Page admins and Instagram business profiles receive information about the number of people or accounts who viewed, reacted to, or commented on their posts, as well as aggregate demographic and other information that helps them understand interactions with their Page or account.<b>Advertisers.</b>We provide advertisers with reports about the kinds of people seeing their ads and how their ads are performing, but we don't share information that personally identifies you (information such as your name or email address that by itself can be used to contact you or identifies who you are) unless you give us permission.
For example, we provide general demographic and interest information to advertisers (for example, that an ad was seen by a woman between the ages of 25 and 34 who lives in Madrid and likes software engineering) to help them better understand their audience.
We also confirm which Facebook ads led you to make a purchase or take an action with an advertiser.<b>Measurement partners.</b>We share information about you with companies that aggregate it to provide analytics and measurement reports to our partners.<b>Partners offering goods and services in our Products.</b>When you subscribe to receive premium content, or buy something from a seller in our Products, the content creator or seller can receive your public information and other information you share with them, as well as the information needed to complete the transaction, including shipping and contact details.<b>Vendors and service providers.</b>We provide information and content to vendors and service providers who support our business, such as by providing technical infrastructure services, analyzing how our Products are used, providing customer service, facilitating payments or conducting surveys.<b>Researchers and academics.</b>We also provide information and content to research partners and academics to conduct research that advances scholarship and innovation that support our business or mission, and enhances discovery and innovation on topics of general social welfare, technological advancement, public interest, health and well-being.<b>Law enforcement or legal requests.</b>We share information with law enforcement or in response to legal requests in the circumstances outlined below.Learn more about how you can control the information about you that you or others share with third-party partners in the Facebook Settings and Instagram Settings.<br>
<br>
</blockquote>
<b"
6,1579,15,neutral,Your account can be suspended for several reasons,Terms of Use,"We can refuse to provide or stop providing all or part of the Service to you (including terminating or disabling your account) immediately to protect our community or services, or if you create risk or legal exposure for us, violate these Terms of Use or our policies (including our Instagram Community Guidelines), if you repeatedly infringe other people's intellectual property rights, or where we are permitted or required to do so by law."
7,11358,90,blocker,Your identity is used in ads that are shown to other users,Terms of Use,"<b>Permission to use your username, profile picture, and information about your relationships and actions with accounts, ads, and sponsored content.</b>
<br> You give us permission to show your username, profile picture, and information about your actions (such as likes) or relationships (such as follows) next to or in connection with accounts, ads, offers, and other sponsored content that you follow or engage with that are displayed on Facebook Products, without any compensation to you.
For example, we may show that you liked a sponsored post created by a brand that has paid us to display its ads on Instagram."
8,12186,30,good,Details are provided about what kind of information they collect,Data Policy,"What kinds of information do we collect?</b> To provide the Facebook Products, we must process information about you.
The types of information we collect depend on how you use our Products."
9,12187,50,good,"You can request access, correction and/or deletion of your data",Data Policy,You can learn how to access and delete information we collect by visiting the Facebook Settings and Instagram Settings.
10,12188,15,neutral,This service is only available to users over a certain age,Terms of Use,"So, we need you to commit to a few restrictions in order to be part of the Instagram community.
<ul>
<li>You must be at least 13 years old."
11,12189,20,neutral,Users who have been permanently banned from this service are not allowed to re-register under a new account,Terms of Use,We must not have previously disabled your account for violation of law or any of our policies.</li>
12,12190,70,blocker,Private messages can be read,Data Policy,Our systems automatically process content and communications you and others provide to analyze context and what's in them for the purposes described below.
13,12193,70,bad,Many different types of personal data are collected,Data Policy,"blockquote>
<b>Things you and others do and provide.</b>
<ul>
<li>
<b>Information and content you provide"
14,12194,50,bad, You are being tracked via social media cookies/pixels,Data Policy,"
<b>Information from partners.</b>Advertisers, app developers, and publishers can send us information through Facebook Business Tools they use, including our social plug-ins (such as the Like button), Facebook Login, our APIs and SDKs, or the Facebook pixel."
15,12196,50,bad,Information is gathered about you through third parties,Data Policy,We also receive information about your online and offline actions and purchases from third-party data providers who have the rights to provide us with your information.
16,12197,60,bad,This service tracks you on other websites,About Cookies,"These technologies can remember that your device has visited a site or service, and may also be able to track your device's browsing activity on other sites or services other than Instagram."
17,12198,40,bad,Your personal data is used to employ targeted third-party advertising,About Cookies,"This information may be shared with organizations outside Instagram, such as advertisers and/or advertising networks to deliver the advertising, and to help measure the effectiveness of an advertising campaign.
*We may use these technologies to understand, improve, and research products and services.</p>"
18,12199,70,bad,Third-party cookies are used for advertising,About Cookies,"Third-party cookies may be placed on your device by someone providing a service for Instagram, for example to help us understand how our service is being used.
Third-party cookies may also be placed on your device by our business partners so that they can use them to advertise products and services to you elsewhere on the Internet.</p>"
19,12200,50,neutral,Blocking first party cookies may limit your ability to use the service,About Cookies,"<b>How to control cookies or other collection mechanisms</b>
</p>
<p>Follow the instructions provided by your website or mobile browser (usually located within the ""Help"", ""Tools"" or ""Edit"" facility) to modify your cookie settings.
Please note that if you set your browser to disable cookies or other technologies, you may not be able to access certain parts of our Service and other parts of our Service may not work properly.</p>"
20,12201,10,neutral,The service informs you that its privacy policy does not apply to third party websites,About Cookies,"<p>To learn more about the choices that advertisers provide generally for individuals to influence how information about their online activities over time and across third-party Web sites or online services is collected and used, visit the Network Advertising Initiative at http://www.networkadvertising.org/managing/opt_out.asp, the Digital Advertising Alliance at http://www.aboutads.info/, or the European Digital Advertising Alliance at http://youronlinechoices.eu/."
21,12202,30,good,Information is provided about how your personal data is used,Data Policy,How do we use this information?</b>We use the information we have (subject to choices you make) as described below and to provide and support the Facebook Products and related services described in the Facebook Terms and Instagram Terms.
22,12203,50,bad,Your profile is combined across various products,Data Policy,"<b>Information across Facebook Products and devices:</b> We connect information about your activities on different Facebook Products and devices to provide a more tailored and consistent experience on all Facebook Products you use, wherever you use them."
23,12204,0,neutral,"Your IP address is collected, which can be used to view your approximate location",Data Policy,"IP address,"
24,12205,10,neutral,First-party cookies are used,About Cookies,"We may use technologies like cookies, pixels and local storage to deliver, secure, and understand products, services, and ads."
25,12206,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",About Cookies,"We use cookies, pixels, local storage, and similar technologies to show you relevant content, improve your experience, and help protect Instagram and our users."
26,12207,30,bad,Your biometric data is collected,Data Policy,"<b>Face recognition:</b> If you have it turned on, we use face recognition technology to recognize you in photos, videos and camera experiences.
The face-recognition templates we create may constitute data with special protections under the laws of your country."
27,12209,50,bad,Your personal data may be used for marketing purposes,Data Policy,"</b>We use the information we have to send you marketing communications, communicate with you about our Products, and let you know about our policies and terms.
We also use your information to respond to you when you contact us.<br>"
28,12210,0,good,You can choose with whom you share content,Data Policy,"</b>When you share and communicate using our Products, you choose the audience for what you share.
For example, when you post on Facebook, you select the audience for the post, such as a group, all of your friends, the public, or a customized list of people.
Similarly, when you use Messenger or Instagram to communicate with people or businesses, those people and businesses can see the content you send."
29,12211,40,good,You are informed about the risk of publishing personal info online,Data Policy,"You should consider who you choose to share with, because people who can see your activity on our Products can choose to share it with others on and off our Products, including people and businesses outside the audience you shared with.
For example, when you share a post or send a message to specific friends or accounts, they can download, screenshot, or reshare that content to others across or off our Products, in person or in virtual reality experiences such as Facebook Spaces.
Also, when you comment on someone else's post or react to their content, your comment or reaction is visible to anyone who can see the other person's content, and that person can change the audience later."
30,12212,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Data Policy,"Information collected by these third-party services is subject to their own terms and policies, not this one."
31,12213,50,bad,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,Data Policy,"</b>If the ownership or control of all or part of our Products or their assets changes, we may transfer your information to the new owner."
