,point_id,score,point,case,quoteDoc,quoteText
0,734,0,neutral,The court of law governing the terms is in location X,Terms of Use,"These Terms are governed by and will be construed under the laws of the State of California, without regard to the conflicts of laws’ provisions thereof."
1,941,70,bad," Terms may be changed any time at their discretion, without notice to you ",Privacy Policy,"Please note that this Privacy Policy may change from time to time.
We will not reduce your rights under this Policy without your explicit consent, and we expect most such changes will be minor.
Regardless, we will post any Policy changes on this page.
We may amend this Privacy Policy at any time by posting the amend terms on the Site.
All amended terms shall automatically be effective thirty (30) days after they are initially posted on the Site.
Each version of this Policy will be identified at the top of the page by its effective date.
</p>"
2,1091,15,neutral,This service is only available to users over a certain age,Privacy Policy,"The IFTTT Service is not intended for use by children.
If you are under 18, you may use the Service only with involvement of a parent or guardian.
We do not knowingly collect or solicit personal information from anyone under the age of 16.
If you are under 16, please do not attempt to register for the Services or send any personal information about yourself to us.
If we learn that we have collected personal information from a child under age 16, we will delete that information as quickly as possible"
3,7425,50,neutral,There is a date of the last update of the agreements,Terms of Use,"Terms of Use <p>As of September 8, 2020</p"
4,7426,40,bad,You are solely responsible for claims made against the service and agree to indemnify and hold harmless the service.,Terms of Use,"Indemnity <p> To the maximum extent permitted by applicable law, you agree to hold harmless and indemnify IFTTT, and its employees, officers, agents, or other partners from and against any third party claim arising from or in any way related to your access or use of the Service (including anything you develop using IFTTT), including any liability or expense arising from all claims, losses, damages (actual and/or consequential), suits, judgments, litigation costs and attorneys' fees, of every kind and nature."
5,7427,30,blocker,This service holds onto content that you've deleted,Privacy Policy,"You may be able to add or update certain additional information via the Service.
When you update information, however, we often maintain a copy of the unrevised information in our records.
Please note that information may remain in our records after deletion of your account."
6,7428,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Use,"THE SERVICE IS PROVIDED ""AS IS"" WITH NO WARRANTY, EXPRESS OR IMPLIED, OF ANY KIND AND IFTTT EXPRESSLY DISCLAIMS ANY AND ALL WARRANTIES AND CONDITIONS"
7,7429,20,neutral,You are prohibited from posting content which promotes violence or politically or religiously extremist values.,Terms of Use,hate materials or materials urging acts of terrorism or violence
8,13016,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Policy,"Your browser may offer you a “Do Not Track” option, which allows you to signal to operators of websites and web applications and services (including behavioral advertising services) that you do not wish such operators to track certain of your online activities over time and across different websites.
Our Service does not support Do Not Track requests at this time"
9,13017,50,good,No need to register,Privacy Policy,Browsing the Site does not require you to register for an account or provide any personal information to us.
10,14395,40,neutral,They may stop providing the service at any time,Terms of Use,IFTTT may terminate at any time for any reason.
