,point_id,score,point,case,quoteDoc,quoteText
0,639,15,good,The terms for this service are easy to read,,
1,716,15,good,You have the right to leave this service at any time,Terms of Use,"You can cancel your Netflix membership at any time, and you will continue to have access to the Netflix service through the end of your billing period."
2,757,50,good,"You can request access, correction and/or deletion of your data",Privacy Statement,"You can request access to your personal information, or correct or update out-of-date or inaccurate personal information we hold about you."
3,1051,50,bad,This service reserves the right to disclose your personal information without notifying you,Privacy Statement,"We disclose your information for certain purposes and to third parties, as described below"
4,1348,50,good,Promises will be kept after a merger or acquisition,Privacy Statement,"In connection with any reorganization, restructuring, merger or sale, or other transfer of assets, we will transfer information, including personal information, provided that the receiving party agrees to respect your personal information in a manner that is consistent with our Privacy Statement.
</p>
</li"
5,10682,20,neutral,"Spidering, crawling, or accessing the site through any automated means is not allowed",Terms of Use,"
use any robot, spider, scraper or other automated means to access the Netflix service."
6,11354,50,bad,Many third parties are involved in operating the service,Privacy Statement,"The Netflix service may be provided through and/or utilize features (such as voice controls) operated by third party platforms, or contain links to sites operated by third parties whose policies regarding the handling of information may differ from ours."
7,11355,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy Statement,We and our Service Providers use cookies and other technologies (such as web beacons)
8,11356,0,neutral,The court of law governing the terms is in location X,Terms of Use,These Terms of Use shall be governed by and construed in accordance with the laws of the Netherlands.
9,12995,80,bad,App required for this service requires broad device permissions,Privacy Statement,"If you use the Netflix app on a mobile device, tablet, or streaming media device, we may collect a resettable device identifier from your device.
Resettable device identifiers (also known as advertising identifiers) are similar to cookies and are found on many mobile devices and tablets (for example, the ""Identifier for Advertisers"" (or IDFA) on Apple iOS devices and the ""Google Advertising ID"" on Android devices), and certain streaming media devices."
10,12996,40,bad,Your personal information is used for many different purposes,Privacy Statement,"We use these types of technologies for various reasons, like making it easy to access our services by remembering you when you return.
to provide, analyze, understand and enhance the use of our services.
to enforce our terms, prevent fraud.
to improve site performance, monitor visitor traffic and actions on our site.
and to deliver and tailor our marketing or advertising, and to understand interactions with our emails, marketing, and online ads on third party sites."
11,12997,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy Statement,"These cookies are strictly necessary to provide our website or online service.
"
12,12998,70,bad,Third-party cookies are used for advertising,Privacy Statement,"
<strong>Advertising cookies and resettable device identifiers:</strong> These cookies and resettable device identifiers use information about your use of this and other websites and apps, your response to ads and emails, and to deliver ads that are more relevant to you and for analytics and optimization purposes.
These types of ads are called ""interest-based advertising."" The advertising cookies associated with our service belong to our Service Providers."
13,12999,10,neutral,First-party cookies are used,Privacy Statement,"For example, we and our Service Providers may use these cookies to authenticate and identify our members when they use our websites and applications so we can provide our service to them."
14,13000,75,bad,"This service may collect, use, and share location data",Privacy Statement,service providers that help us determine a location based on your IP address in order to customize our service and for other uses consistent with this Privacy Statement.
15,13001,0,neutral,"Your IP address is collected, which can be used to view your approximate location",Privacy Statement, IP address (which may tell us your general location)
16,13002,50,bad,This service tracks which web page referred you to it,Privacy Statement,"referring source (for example, referral URLs),"
17,13003,50,bad,Information is gathered about you through third parties,Privacy Statement," We collect information from other companies with whom you have a relationship (“Partners”).
These Partners might include (depending on what services you use): your TV or internet service provider, or other streaming media device providers who make our service available on their device.
"
