,point_id,score,point,case,quoteDoc,quoteText
0,8043,50,bad,You are forced into binding arbitration in case of disputes,Terms of Use,"you and Hulu agree that any and all claims, except disputes relating to the ownership or enforcement of intellectual property rights, that either of us may have, whether based on past, present, or future events, arising out of or relating to: (i) these Terms (including formation, performance, or breach of them, and including the scope and enforceability of this arbitration provision).
(ii) the Privacy Policy, which is incorporated in these Terms.
(iii) any aspect of our relationship with each other.
and (iv) use of the Services, must be resolved through binding arbitration."
1,8044,40,good,"When the service wants to make a material change to its terms, you are notified at least 30 days in advance",Terms of Use,"Any material change to these Terms will be effective automatically 30 days after the revised Terms are first posted or, for users who register or otherwise provide opt-in consent during this 30-day period, at the time of registration or consent, as applicable."
2,8046,20,neutral,"Spidering, crawling, or accessing the site through any automated means is not allowed",Terms of Use,"uses technology or other means to access, index, frame or link to the Services (including the Content) that is not authorized by Hulu (including by removing, disabling, bypassing, or circumventing any content protection or access control mechanisms intended to prevent the unauthorized download, stream capture, linking, framing, reproduction, access to, or distribution of the Services);</li>
<li>
involves accessing the Services (including the Content) through any automated means, including ""robots,"" ""spiders,"" or ""offline readers"" (other than by individually performed searches on publicly accessible search engines for the sole purpose of, and solely to the extent necessary for, creating publicly available search indices - but not caches or archives - of the Services and excluding those search engines or indices that host, promote, or link primarily to infringing or unauthorized content);</li"
3,8049,60,bad,"You agree to defend, indemnify, and hold the service harmless in case of a claim related to your use of the service",Terms of Use,"YOU AGREE TO DEFEND, INDEMNIFY, AND HOLD HARMLESS THE HULU PARTIES FROM AND AGAINST ANY AND ALL LIABILITIES, CLAIMS, DAMAGES, EXPENSES (INCLUDING REASONABLE ATTORNEYS' FEES AND COSTS), AND OTHER LOSSES ARISING OUT OF OR IN ANY WAY RELATED TO YOUR BREACH OR ALLEGED BREACH OF THESE TERMS OR YOUR USE OF THE SERVICES (INCLUDING YOUR USE OF THE CONTENT)."
4,12126,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy Policy," In addition to cookies, we may use other technologies such as web beacons or pixel tags,"
5,12128,50,blocker,Specific content can be deleted without reason and may be removed without prior notice,Terms of Use,"We reserve the right, but have no obligation, to monitor User Material and to restrict or remove User Material that we determine, in our sole discretion, is inappropriate or for any other business reason, as permitted by law.
"
6,12130,50,bad,Your personal data may be used for marketing purposes,Privacy Policy,"For example, we share payment information with our third-party payment processor to assist us in our billing efforts, email addresses with our marketing service providers to assist with our email campaigns,"
7,12131,40,bad,Your personal data is used to employ targeted third-party advertising,Privacy Policy,"We may share information collected from or about you with companies that provide services to us, our business partners, and advertisers, including companies that assist with payment processing, analytics, data processing and management (e.g., to facilitate our targeted advertising and marketing efforts),"
8,12133,10,bad,Third-party cookies are used for statistics,Privacy Policy,"We may collect information from and about the browser or device you’re using and information about your internet or other electronic network activity, including through analytics tools and the technologies described below (“Data Collected Through Cookies and Similar Technologies”).
"
9,12134,50,bad,You have a reduced time period to take legal action against the service,Terms of Use,"you and Hulu agree to bring any claim arising out of or relating to these Terms (including Hulu’s Privacy Policy), our relationship, or the use of the Services within one year after a claim arises.
otherwise, the claim is waived.
"
10,12135,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms of Use,"Hulu's decision to delay exercising or enforcing any right or remedy under these Terms shall not constitute a waiver of such right or remedy with respect to any party.
Even if Hulu acts in a way that appears to you to be inconsistent with these Terms, Hulu's action shall not be deemed a waiver or constructive amendment of these Terms.</p>"
