,point_id,score,point,case,quoteDoc,quoteText
0,21682,15,neutral,This service is only available to users over a certain age,Terms of Service,YOU AGREE THAT BY USING THE SERVICE YOU REPRESENT THAT YOU ARE AT LEAST 18 YEARS OLD AND THAT YOU ARE LEGALLY ABLE TO ENTER INTO THIS AGREEMENT.
1,21683,50,bad,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection.,Terms of Service,These terms and conditions are governed by and construed in accordance with the laws of Belize.
2,21684,40,neutral,They may stop providing the service at any time,Terms of Service,"
FileFactory.com reserves the right to change or discontinue any of the Services at any time.</p>
"
3,21685,10,neutral,You are responsible for maintaining the security of your account and for the activities on your account,Terms of Service," <p>Customer is solely responsible for maintaining the confidentiality of Customer access information, i.e.
account ID's and passwords of its Authorised Users, and are responsible for all activities that occur under your account.</p>"
4,21686,10,neutral,You must report to the service any unauthorized use of your account or any breach of security,Terms of Service,"Customer will immediately notify FileFactory.com if Customer notices any activity indicating that Customer's account or data is being used without authorisation, including: (a) Customer has received confirmation of an order or orders placed using Customer's account which Customer did not place or any similar conflicting report.
or (b) Customer becomes aware of any unauthorised use of any product or service related to its account(s).</p>
"
5,21687,30,blocker,This service holds onto content that you've deleted,Terms of Service,"However, FileFactory.com may retain Customer data in its archives after deletion and will not be liable to Customer in any way for such retained data."
6,21688,15,neutral,"If you are the target of a copyright claim, your content may be removed",Terms of Service,"If Customer data violates the Acceptable Use Policy or DMCA Policy then such data may be removed.
"
7,21689,50,neutral,Harming minors in any ways is prohibited,Terms of Service,"c.
to harm minors in any way, this includes any form of child pornography."
8,21690,0,good,The publishing of personally identifiable information without the owner’s consent is not allowed,Terms of Service," <p>Customer shall not commit or permit wrongful or damaging acts which justify civil action including, but not limited to, posting of defamatory, scandalous, or private information about a person without their consent"
9,21691,10,neutral,You agree not to use the service for illegal purposes,Terms of Service," <p>FileFactory.com Services may be used only for lawful purposes.
"
10,21692,25,bad,You shall not interfere with another person's enjoyment of the service,Terms of Service,"Whether lawful or unlawful, FileFactory.com reserves the right to determine what is harmful to its Customers, operations or reputation, including any activities that restrict or inhibit any other user from using and enjoying the Service or the Internet.</p>
<p>Please be aware FileFactory.com reserves the right to cancel any account or transmission they find in violation of any of the above policies."
11,21693,20,neutral,The service is provided 'as is' and to be used at your sole risk,Terms of Service,"(A) YOUR USE OF THE SERVICE IS AT YOUR SOLE RISK.
FILEFACTORY.COM SERVICES ARE PROVIDED ON AN ""AS IS"" AND ""AS AVAILABLE"" BASIS.
"
