,point_id,score,point,case,quoteDoc,quoteText
0,21355,50,neutral,There is a date of the last update of the agreements,Privacy Policy,"Last updated: March 23, 2020</p>
"
1,21356,20,good,The service claims to be GDPR compliant for European users,Privacy Policy,"Under GDPR (General Data Protection Regulation), You can be referred to as the Data
Subject or as the User as you are the individual using the Service.</p>
</li>"
2,21357,20,good,The service claims to be CCPA compliant for California users,Privacy Policy,"or the purpose of the CCPA (California Consumer Privacy Act),"
3,21358,0,neutral,"Your IP address is collected, which can be used to view your approximate location",Privacy Policy,"<p>Usage Data may include information such as Your Device's Internet Protocol address (e.g.
IP
address),"
4,21359,50,bad,"You are tracked via web beacons, tracking pixels, browser fingerprinting, and/or device fingerprinting",Privacy Policy,unique device identifiers
5,21360,70,bad,Third-party cookies are used for advertising,Privacy Policy,"Targeting and Advertising Cookies</strong>
</p>
<p>Type: Persistent Cookies</p>
<p>Administered by: Third-Parties</p>"
6,21361,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy Policy,"However, if You do not accept Cookies, You may not be able to use some parts of our Service.</p>"
7,21362,50,good,No need to register,,
8,21363,10,bad,Third-party cookies are used for statistics,Privacy Policy,"
<p>
<strong>Tracking and Performance Cookies</strong>
</p>
<p>Type: Persistent Cookies</p>
<p>Administered by: Third-Parties</p>
<p>Purpose: These Cookies are used to track information about traffic to the Website and how
users use the Website.
"
9,21364,35,bad,This service gives your personal data to third parties involved in its operation,Privacy Policy,"We may share your personal information in the following situations:</p>
<ul>
<li>
<strong>With Service Providers"
10,21365,70,bad,This service shares your personal data with third parties that are not essential to its operation,Privacy Policy,"We may share Your personal information with Service
Providers to monitor and analyze the use of our Service, to show advertisements"
11,21366,60,bad,This service tracks you on other websites,Privacy Policy, to advertise on third party websites
12,21367,50,bad,Your personal data may be sold or otherwise transferred as part of a bankruptcy proceeding or other type of financial transaction,Privacy Policy,"For Business transfers:</strong> We may share or transfer Your personal information
in connection with, or during negotiations of, any merger, sale of Company assets,
financing, or acquisition of all or a portion of our business to another company.</li>
<li>"
13,21368,70,bad,Some personal data may be kept after the end of the data retention period or a request for erasure,Privacy Policy,"<p>The Company will also retain Usage Data for internal analysis purposes.
Usage Data is generally
retained for a shorter period of time, except when this data is used to strengthen the security
or to improve the functionality of Our Service, or We are legally obligated to retain this data
for longer time periods.</p>
"
14,21369,25,bad,Your data may be processed and stored anywhere in the world,Privacy Policy,"Transfer of Your Personal Data
<p>Your information, including Personal Data, is processed at the Company's operating offices and in
any other places where the parties involved in the processing are located.
It means that this
information may be transferred to — and maintained on — computers located outside of Your state,
province, country or other governmental jurisdiction where the data protection laws may differ
than those from Your jurisdiction.</p>"
15,21370,30,good,The service will only respond to government requests that are reasonable,Privacy Policy,"t
<p>Under certain circumstances, the Company may be required to disclose Your Personal Data if
required to do so by law or in response to valid requests by public authorities (e.g.
a court or
a government agency)."
16,21371,50,good,"You can request access, correction and/or deletion of your data",Privacy Policy,"
<p>You have the right under this Privacy Policy, and by law if You are within the EU, to:</p>
<ul>
<li>
<strong>Request access to Your Personal Data.</strong> The right to access, update or delete
the information We have on You."
17,21372,60,bad,Your Personal data may be sold unless you opt out,Privacy Policy,"<p>We do not sell personal information.
However, the Service Providers we partner with (for example,
our advertising partners) may use technology on the Service that ""sells"" personal information as
defined by the CCPA law.</p>
<p>If you wish to opt out of the use of your personal information for interest-based advertising
purposes and these potential sales as defined under CCPA law, you may do so by following the
instructions below."
18,21373,60,bad,Do Not Track (DNT) headers are ignored and you are tracked anyway even if you set this header.,Privacy Policy,"Our Service does not respond to Do Not Track signals.</p>
<p>"
19,21374,0,neutral,"The terms may be changed at any time, but you will receive notification of the changes",Privacy Policy,"<p>We may update our Privacy Policy from time to time.
We will notify You of any changes by posting
the new Privacy Policy on this page.</p>
<p>We will let You know via email and/or a prominent notice on Our Service, prior to the change
becoming effective and update the ""Last updated"" date at the top of this Privacy Policy.</p>
<p>You are advised to review this Privacy Policy periodically for any changes.
Changes to this
Privacy Policy are effective when they are posted on this page.</p>"
20,21375,50,bad,The court of law governing the terms is in a jurisdiction that is less friendly to user privacy protection.,Privacy Policy,"Country</strong> refers to: Colorado, United States</li>
<li>
<p>"
