,point_id,score,point,case,quoteDoc,quoteText
0,719,40,good,You are informed about the risk of publishing personal info online,Terms and Conditions of Use,"Remember that shared or publicly available information may be used and re-shared by other users on Spotify or across the web, so please use Spotify carefully and be mindful of your account settings.
Spotify has no responsibility for your choices to post material on the Service."
1,741,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Privacy Policy,"We implement appropriate technical and organisational measures to help protect the security of your personal data.
however, please note that no system is ever completely secure."
2,855,50,bad,This service reserves the right to disclose your personal information without notifying you,Privacy Policy,"We share your personal data when we in good faith believe it is necessary for us to do so in order to comply with a legal obligation under applicable law, or respond to valid legal process, such as a search warrant, a court order, or a subpoena"
3,1082,0,neutral,The terms for this service are translated into different languages,,
4,12719,50,neutral,There is a date of the last update of the agreements,Terms and Conditions of Use,"Spotify Terms and Conditions of Use <p>Effective as of February 7, 2019"
5,12720,0,neutral,"The terms may be changed at any time, but you will receive notification of the changes",Terms and Conditions of Use,"Changes to the Agreements <p>Occasionally we may make changes to the Agreements.
When we make material changes to the Agreements, we’ll provide you with notice as appropriate under the circumstances, e.g., by displaying a prominent notice within the Service or by sending you an email."
6,12721,0,neutral,Third parties are involved in operating the service,Terms and Conditions of Use,"We may also offer special promotional plans, memberships, or services, including offerings of third-party products and services in conjunction with or through the Spotify Service."
7,12723,15,neutral,This service is only available to users over a certain age,Terms and Conditions of Use,"In order to use the Spotify Service and access any Content, you need to (1) be 18 years or older, or be 13 years or older and have your parent or guardian’s consent to the Agreements,"
8,12724,20,bad,"You must provide your legal name, pseudonyms are not allowed",Terms and Conditions of Use,"You also promise that any registration information that you submit to Spotify is true, accurate, and complete, and you agree to keep it that way at all times."
9,12725,40,neutral,They may stop providing the service at any time,Terms and Conditions of Use,"We reserve the right to modify, terminate or otherwise amend our offered subscription plans and promotional offerings at any time in accordance with these Terms."
10,12726,0,neutral,"Other applicable rules, terms, conditions or guidelines",Terms and Conditions of Use,"
<p>If you have purchased or received a code, gift card, pre-paid offer or other offer provided or sold by or on behalf of Spotify for access to a Paid Subscription (“Code”), separate terms and conditions presented to you along with the Code may also apply to your access to the Service and you agree to comply with any such terms and conditions.
You may also purchase access to a Paid Subscription through a third party.
In such cases, separate terms and conditions with such third party in addition to the Agreements may apply to your access to the Service.</p>"
11,12727,50,neutral,You authorise the service to charge a credit card supplied on re-occurring basis,Terms and Conditions of Use,"<p>Unless your Paid Subscription has been purchased for a Pre-Paid Period, your payment to Spotify or the third party through which you purchased the Paid Subscription will automatically renew at the end of the applicable subscription period, unless you cancel your Paid Subscription before the end of the then-current subscription period by clicking here if you purchased the Paid Subscription through Spotify, or if you purchased the Paid Subscription through a third party, by canceling the Paid Subscription through such third party."
12,12728,50,neutral,The service has a no refund policy,Terms and Conditions of Use,We do not provide refunds or credits for any partial subscription periods.
13,12729,25,neutral,This service is only available for use individually and non-commercially.,Terms and Conditions of Use,"You promise and agree that you are using the Spotify Service and Content for your own personal, non-commercial use"
14,12730,10,neutral,You cannot distribute or disclose your account to third parties,Terms and Conditions of Use,and that you will not redistribute or transfer the Spotify Service or the Content.
15,12731,50,neutral,This service assumes no responsibility and liability for the contents of links to other websites,Terms and Conditions of Use,"You understand and agree that Spotify does not endorse and is not responsible or liable for the behavior, features, or content of any Third Party Application or Device or for any transaction you may enter into with the provider of any such Third Party Applications and Devices, nor does Spotify warrant the compatibility or continuing compatibility of the Third Party Applications and Devices with the Service.</p>"
16,12732,10,neutral,You agree not to use the service for illegal purposes,Terms and Conditions of Use,"and (2) such User Content, or its use by Spotify as contemplated by the Agreements, does not violate the Agreements or any other rights set forth within the User guidelines, applicable law, or the intellectual property, publicity, personality, or other rights of others or imply any affiliation with or endorsement of you or your User Content by Spotify or any artist, band, label, entity or individual without express written consent from Spotify or such individual or entity."
17,12733,50,blocker,Specific content can be deleted without reason and may be removed without prior notice,Terms and Conditions of Use,"
<p>Spotify may, but has no obligation to, monitor, review, or edit User Content.
In all cases, Spotify reserves the right to remove or disable access to any User Content for any or no reason, including User Content that, in Spotify’s sole discretion, violates the Agreements.
Spotify may take these actions without prior notification to you or any third party.
Removal or disabling of access to User Content shall be at our sole discretion, and we do not promise to remove or disable access to any specific User Content.</p>"
18,12734,35,neutral,This service does not condone any ideas contained in its user-generated contents,Terms and Conditions of Use,"<p>You are solely responsible for all User Content that you post.
Spotify is not responsible for User Content nor does it endorse any opinion contained in any User Content."
