,point_id,score,point,case,quoteDoc,quoteText
0,5816,30,bad,"The service provider makes no warranty regarding uninterrupted, timely, secure or error-free service",Terms and conditions,"We do not guarantee that this Site, or any Services or content on it, will always be available or be uninterrupted.</li>
<li>We reserve the right at any time and without notice to enhance, modify, alter, suspend or permanently discontinue all or any part of this Site, or any Services or content on it, and to restrict or prohibit access to it."
1,5820,30,neutral,Alternative accounts are not allowed,Terms and conditions,"Vinted does not allow multiple accounts on its Site.
Should Vinted have a reasonably grounded suspicion that a user has created (is using) more than one account on the Site – it may block or delete any of the involved accounts."
2,19444,20,bad,"You must provide your legal name, pseudonyms are not allowed",Privacy Policy,<li>If you register on Vinted.pl Platform - your full name;
3,19446,70,blocker,Private messages can be read,Privacy Policy,"If you communicate with other members on the Platform, we collect and use the following data:</p>
<ol>
<li>Name of the member you are communicating with;</li>
<li>Messages;</li>
<li>Date and time of messages;</li>
<li>Shared photos;</li>
<li>Your device;</li>
<li>Information whether another member seen your message;</li>
<li>Other data submitted in messages.</li>
</ol>
<p>Legal basis for the collection and use of data is the performance of a contract (GTC) to which you are party (Art.
6 (1) (b) of the GDPR).</p>
<p>Personal data collected and used for this purpose are kept for as long as we keep your Vinted account – for 3 months from the date of deletion of your Vinted account or for 5 years and 3 months of inactivity on your account.</p>"
4,19447,80,bad,You must provide your identifiable information,Privacy Policy,"2.1.3.
To enable you to set up your profile information
<p>If you decide to add profile details to the account you create on the Platform, we collect and use the following data when you choose to provide it:</p>
<ol>
<li>Full name;</li>
<li>Gender;</li>
<li>Date of birth;</li>
<li>Profile photo;</li>
<li>Whether you have enabled the Holiday Mode;</li>
<li>Your favorite items;</li>
<li>Information that you choose to provide in the “About You” field.</li>
</ol>
<p>Your profile photo, information on whether you have enabled the Holiday Mode and the information you provide in the ""About You"" field are visible to other visitors of the Platform, but the remainder of the data entered by you is not visible.</p>
<p>Legal basis for such collection and use is your consent (Art.
6 (1) (a) of the GDPR).</p>
<p>Personal data collected and used for this purpose are kept for as long as we keep your Vinted account – for 3 months from the date of deletion of your Vinted account or for 5 years and 3 months of inactivity on your account."
5,19448,50,good,The data retention period is kept to the minimum necessary for fulfilling its purposes,Privacy Policy,"2.1.15.
To retain temporarily your deleted account
<p>If you decide to delete your account, we will take reasonable efforts to make sure it is no longer viewable on the Platform and restrict the use of your data.
For up to 3 months it is still possible to restore your account if it was accidentally or wrongfully deactivated or in case you change your mind and wish to return to the Platform and take action in case someone else would gain access to your account and delete it without your knowledge.</p>
<p>Legal basis for such storage of your data is our legitimate of Vinted and our members to restore your account when necessary (Art.
6 (1) (f) of the GDPR) and, where relevant, compliance with the legal obligations to which Vinted is subject (Art.
6 (1) (c) of the GDPR).</p>
<p>Personal data are kept for this purpose for 3 months from the date of deletion of your Vinted account.
After 3 months we delete your account from our Platform."
6,19450,50,bad,Your profile is combined across various products,Privacy Policy,"2.1.16.
To transfer your Chicfy account to Vinted Platform
<p>If you are a former Chicfy user and decide to transfer your profile from Chicfy operated by Chicfy S.L.
(Spain) and create an account with Vinted as mentioned in section 2.1.1, Vinted receives from Chicfy:</p>
<ol>
<li>E-mail address;</li>
<li>Consent fact;</li>
<li>Time of the consent;</li>
<li>Consent text.</li>
</ol>
<p>Legal basis for such collection and use is your consent (Art.
6 (1) (a) of the GDPR).</p>
<p>Personal data collected and used for this purpose are kept for two years after finishing the integration of your profile.</p>
<p>When you created a Vinted account after giving your consent, the following personal data: your listing images, listing titles, listing descriptions, anonymised review rating, and review details were transferred from Chicfy to Vinted.</p>
<p>Legal basis for such collection and use of data is the performance of a contract (GTC) to which you are party (Art.
6 (1) (b) of the GDPR).</p>
<p>Vinted collects your personal data to allow you to use our Platform, to provide our services and to perform a contract (GTC) with you and keeps it for as long as we keep your Vinted account - for 3 months from the date of deletion of your Vinted account or for 5 years and 3 months of inactivity on your account.</p>
"
7,19451,50,neutral,This service assumes no responsibility and liability for the contents of links to other websites,Terms and conditions,"<strong>21.
THIRD PARTY LINKS AND RESOURCES IN THIS SITE</strong>
</p>
<ol>
<li>Where this Site contains links to other sites and resources provided by third parties, these links are provided for your information only.&nbsp.
We have no control over the contents of those sites or resources.</li>
<li>We assume no responsibility for the content of websites linked on our Site.
Such links should not be interpreted as endorsement by us of those linked websites.
We will not be liable for any loss or damage that may arise from your use of them.</li>"
8,19452,15,neutral,Your account can be suspended for several reasons,Terms and conditions,"<p>We may at our option, issue warnings, suspend, block or terminate your access to this Site and/or the Services (or any part of them) or remove any content uploaded, including without limitation, any Catalog Item if:</p>
<ol>
<li>you are in breach of these Terms;</li>
<li>you act in any manner which we consider may damage&nbsp;our reputation.
or</li>
<li>you use the Site or Services in a manner which we consider to be fraudulent or contrary to law."
9,19593,80,bad,You must provide your identifiable information,Privacy Policy,"Most of your personal data are required to perform a contract (GTC) with you.
In case you do not provide us with this personal data, we will not be able to conclude and execute a contract (GTC) with you.
Part of your data are required to fulfill our legal obligations when you are a member of our Platform.
In case you do not provide us with this personal data, we will not be able to comply with legal requirements and provide our services.</p>
<p>This data is also used for improvement of the Platform in order to make it a better experience for our members (see 2.2.12).</p>
<p>Vinted collects your personal data to allow you to use our Platform, to provide our services and to perform a contract (GTC) with you and keeps it for as long as we keep your Vinted account - for 3 months from the date of deletion of your Vinted account or for 5 years and 3 months of inactivity on your account.</p>"
10,19626,20,good,The service claims to be GDPR compliant for European users,Privacy Policy,"
All data will be collected, stored and used by us in accordance with the European Union General Data Protection Regulation No.
2016/679 (“<strong>GDPR</strong>”), other statutory regulations."
11,20602,0,neutral,Minors must have the authorization of their legal guardians to use the service,Terms and conditions,"If you are under 18, a parent or guardian (who is 18 or over) must register to use the Services on your behalf."
12,20603,15,neutral,This service is only available to users over a certain age,Terms and conditions,<li>The Services are not intended for use by children under the age of 18 years old.
13,20604,25,neutral,You must create an account to use this service,Terms and conditions,"<li>To use the Services, you must register with us by completing the registration form after clicking ""Join Us"" or registering using an acceptable third party service (e.g.
Facebook Connect).</l"
14,20605,10,neutral,You must report to the service any unauthorized use of your account or any breach of security,Terms and conditions,"You must immediately notify us by using the contact form if you know or suspect that anyone other than you knows your user identification code or password, or that there has been any unauthorized use of your password or account or any other security breach.</li>"
15,20606,50,good,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection.,Terms and conditions,"These Terms will be governed by and construed in accordance with the laws of the State of California , without giving effect to any conflict of laws rules or provisions.</li>
<li>You agree that any action of whatever nature arising from or relating to these Terms, the Site, or Services will be filed only in the state or federal courts located in San Francisco, California."
