,point_id,score,point,case,quoteDoc,quoteText
0,6796,50,neutral,Blocking first party cookies may limit your ability to use the service,Privacy Policy,"You can set your browser to refuse cookies, but some portions of the Website may not work properly if you refuse cookies."
1,6797,10,bad,Third-party cookies are used for statistics,Privacy Policy,"Crowdmark may hire third-party service providers to assist in the collection and analysis of cookies and web beacons, but none of your personal information is disclosed to these third party service providers.</p>"
2,6798,50,neutral,"You should revisit the terms periodically, although in case of material changes, the service will notify",Privacy Policy,"This Privacy Policy may be revised from time to time as Crowdmark adds new features and services, as laws change, and as industry privacy and security best practices evolve.
If Crowdmark makes any change to this Privacy Policy regarding collection, use, disclosure or storage of personal information, Crowdmark will provide advance notice on the Website.
Small changes or changes that do not significantly affect individual privacy interests may be made at any time and without prior notice.
Crowdmark recommends that you check this webpage periodically in order to review the current Privacy Policy.
You can tell if this Privacy Policy has changed by checking the effective date that appears at the bottom of this Policy."
3,6799,70,bad," Terms may be changed any time at their discretion, without notice to you ",Terms of Service,"Crowdmark may change these Terms of Service from time to time without notice to you.
Your continued use of the Services after any such change shall constitute your acceptance of such change.
You are responsible for regularly reviewing the most current version of the Terms of Service which are currently available at: crowdmark.com/legal/."
4,6800,50,good,You maintain ownership of your content,Terms of Service,"You retain your ownership in and to Content you submit, post or upload to the Services, and your use of the Services does not transfer any ownership from you to Crowdmark."
5,6801,50,bad,Your content can be distributed through any media known now or in the future,Terms of Service,through any or all media or distribution methods (whether now known or hereafter developed).
6,6802,50,bad,Your content can be licensed to third parties,Terms of Service,(with a right to sublicense)
7,6803,50,bad,A license is kept on user-generated content even after you close your account,Terms of Service,"By making Content available to Crowdmark or to others through the Services, you hereby grant Crowdmark and its licensors and third party service providers, without any additional consideration, a worldwide, irrevocable, perpetual, transferable, non-exclusive, royalty-free, fully paid up license "
8,6804,50,blocker,You waive your moral rights,Terms of Service,"You hereby waive, in favour of Crowdmark, your moral rights under Canada’s <em>Copyright Act</em> or any successor legislation or similar law under the laws of Canada or the laws of other countries, that you, as author, have or may in your Content.</li>"
9,6805,15,good,You have the right to leave this service at any time,Terms of Service,"p>If you choose to cancel your Crowdmark account you are solely responsible for doing in accordance with Crowdmark’s then current cancellation procedure (the <strong>Cancellation Procedure</strong>) set out on Crowdmark’s website at crowdmark.com.
If you follow the Cancellation Procedure, Crowdmark will, subject to any licences granted hereunder, cancel your account immediately and Crowdmark will use reasonable efforts to delete all Content uploaded, posted or submitted to the Services from your account promptly after cancellation"
