,point_id,score,point,case,quoteDoc,quoteText
0,7698,50,bad,You waive your right to a class action.,Terms and Conditions,"<u>No Class Actions</u>: <strong>You and Ancestry each agree that each party may only resolve disputes with the other on an individual basis and may not bring a claim as a plaintiff or a class member in a class, consolidated, or representative action."
1,7699,10,neutral,Failure to enforce any provision of the Terms of Service does not constitute a waiver of such provision,Terms and Conditions,No Waiver</u>: Our failure to enforce any provision of these Terms is not a waiver of our rights under that provision.
2,9854,15,neutral,This service is only available to users over a certain age,Terms and Conditions,You must be at least 18 years old to purchase or activate a DNA test kit
3,10907,25,good,Your personal data is not sold,Privacy Statement,"Ancestry does not sell your Personal Information, and has not sold it in the 12 months prior to the effective date of this California Statement."
4,10908,30,good,The service will only respond to government requests that are reasonable,Privacy Statement,"Ancestry does not voluntarily cooperate with law enforcement.
To provide our Users with the greatest protection under the law, we require all government agencies seeking access to Ancestry customers’ data to follow valid legal process and do not allow law enforcement to use Ancestry’s services to investigate crimes or to identify human remains."
5,10909,50,good,The service promises to inform and/or notify you regarding government inquiries that may involve your personal data,Privacy Statement,"<p>If we are compelled to disclose your Personal Information to law enforcement, we will do our best to provide you with advance notice, unless we are prohibited under the law from doing so."
6,12592,70,bad,Many different types of personal data are collected,Privacy Statement,"we collect, process, and store ""<strong>Personal Information</strong>,"" which is information that can identify you, such as your name, email or address, or information that could reasonably be linked back to you, including your Genetic Information."
7,12701,30,good,This service provides a way for you to export your data,Privacy Statement,"you have a right to request access to your Personal Information and to be provided with a copy of certain information including the categories of your personal information we collect and disclose.
the categories of sources of such information.
and the business purpose for collection in a portable form"
8,12702,50,blocker,Your browsing history can be viewed by the service,Privacy Statement,"<u>Internet usage information</u>, such as your browsing history, search history,"
9,12703,30,bad,Your biometric data is collected,Privacy Statement,"Biometric information</u>, such as DNA Data"
10,15574,50,bad,Information is gathered about you through third parties,Privacy Statement,"We may also receive information about you from third parties.
For example, we may supplement the data we collect with demographic information licensed from third parties in order to personalize the Services and our offers to you."
