,point_id,score,point,case,quoteDoc,quoteText
0,7208,25,good,Your personal data is not sold,Privacy Policy,Wir haben Deine Daten noch nie an Dritte verkauft und werden dies auch niemals tun.</strong>
1,13102,50,neutral,There is a date of the last update of the agreements,Terms of Service,"Stand: 1.
Mai 2004</b>
"
2,13103,50,neutral,"You should revisit the terms periodically, although in case of material changes, the service will notify",Terms of Service,"
Wir behalten uns vor, diese zu ändern, soweit lediglich eine Änderung aufgrund einer Weiterentwicklung vorliegt, die meist den Funktionsumfang betrifft und für die Nutzer zumutbar und nicht nachteilig ist.
Bei weitergehenden Änderungen werden wir die Nutzer rechtzeitig vor Inkrafttreten der Änderungen auf der Bildschirmseite oder per Email informieren.
"
3,13104,50,good,The court of law governing the terms is in a jurisdiction that is friendlier to user privacy protection.,Privacy Policy,"Wir unterliegen der Europäischen Datenschutzgrundverordnung (DSGVO) sowie den gesetzlichen Bestimmungen der Bundesrepublik Deutschland, insbesondere dem Bundesdatenschutzgesetz (BDSG) und dem Telemediengesetz (TMG)."
4,13105,10,neutral,The service informs you that its privacy policy does not apply to third party websites,Privacy Policy,"Unsere Seite enthält Links zu anderen Webseiten und Werbung von Dritten.
Diese Datenschutzerklärung bezieht sich nicht auf deren, sondern nur auf unsere Webseite.</p>"
5,13106,50,good,Archives of their agreements are provided so that changes can be viewed over time,Privacy Policy,Die bis zum 15.05.2018 geltende Datenschutzerklärung findest Du&nbsp;hier.
6,13107,10,good,A free help desk is provided,Privacy Policy,"
Wenn Du Fragen hinsichtlich der Verarbeitung Deiner persönlichen Daten hast, kannst Du Dich an unseren Beauftragten für den Datenschutz wenden, der mit seinem Team auch im Falle von Auskunftsersuchen, Anregungen oder Beschwerden zur Verfügung steht:</p>
<p>Rechtsanwalt Amin Negm-Awad<br>
Datenschutzbeauftragter<br>
Goebenstraße 3<br>
50672 Köln<br>
Kontakt:&nbsp;privacy@fotocommunity.net</p>
"
7,13108,40,good,You can retrieve an archive of your data,Privacy Policy,"<p>Auf Anforderung teilt er Dir mit, welche persönlichen Daten über Dich bei uns gespeichert sind."
8,13109,50,bad,This service tracks which web page referred you to it,Privacy Policy,"<li>Internetauftritt, von dem Du auf unseren Internetauftritt gelangt bist"
9,13110,0,neutral,Third parties are involved in operating the service,Privacy Policy,Deine Daten speichern wir auf unseren Servern bei den von uns mit dem Betrieb und dem Hosting unserer IT-Infrastruktur beauftragten Dienstleistern (nachfolgend bezeichnet als: „Hostingpartner“).</p>
10,13111,50,bad,Your personal data may be used for marketing purposes,Privacy Policy,">Die von Dir angegebenen Kontaktdaten können wir zudem dafür verarbeiten, um Dich über wichtige Neuerungen oder Änderungen unserer Produkte oder über weitere interessante Produkte aus unserem Portfolio zu informieren.
"
11,13112,50,good,You can delete your content from this service,Privacy Policy,"
<p>Wenn Du Dich bei der fotocommunity abmeldest, werden, soweit möglich und gesetzlich zugelassen, Deine Daten nach spätestens zwei Monaten gelöscht."
